ohrc_index,source_scene_id,source_scene_root,acquisition_utc,tile_row,tile_col,native_r0,native_c0,native_size_px,encoder_size_px,ground_footprint_m,resolution_m_per_px,lat,lon,sun_azimuth,sun_elevation,solar_incidence,tdi_stages,bits_selection,orbit_limb_direction,spacecraft_yaw_direction,saturation_fraction,structural_jpeg,illumination_jpeg,embedding_norm,PC1,PC2
0,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,0,0,0,0,2048,256,512.0,0.25,8.1522256499,296.09565009,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c000_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c000_illum.jpg,8.91945,-1.5067787,-0.8782748
1,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,0,1,0,1024,2048,256,512.0,0.25,8.152118594800001,296.10468276999995,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c001_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c001_illum.jpg,7.7708015,0.25292552,0.11871593
2,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,0,2,0,2048,2048,256,512.0,0.25,8.1520108534,296.11372351,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c002_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c002_illum.jpg,7.6084895,0.3420217,0.12908663
3,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,0,3,0,3072,2048,256,512.0,0.25,8.1519024235,296.1227714,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c003_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c003_illum.jpg,7.7735515,0.421061,-1.2281147
4,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,0,4,0,4096,2048,256,512.0,0.25,8.1517932967,296.13182656000004,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c004_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c004_illum.jpg,7.60399,0.9583634,0.35346967
5,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,0,5,0,5120,2048,256,512.0,0.25,8.1516834729,296.14088962,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c005_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c005_illum.jpg,7.8720975,0.23259598,0.11652632
6,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,0,6,0,6144,2048,256,512.0,0.25,8.1515729491,296.14995993,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c006_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c006_illum.jpg,8.091384,0.35836226,0.392235
7,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,0,7,0,7168,2048,256,512.0,0.25,8.1514617346,296.1590375,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c007_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c007_illum.jpg,7.7323513,0.1835534,-1.0383636
8,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,0,8,0,8192,2048,256,512.0,0.25,8.151349816700002,296.16812237999994,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c008_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c008_illum.jpg,8.027767,-0.8873668,-0.75517917
9,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,0,9,0,9216,2048,256,512.0,0.25,8.151237195199998,296.177215,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c009_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00000_c009_illum.jpg,7.455627,0.39756095,1.769991
10,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,1,0,1024,0,2048,256,512.0,0.25,8.1430917063,296.09588104,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c000_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c000_illum.jpg,8.266944,-0.15903367,-0.034045942
11,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,1,1,1024,1024,2048,256,512.0,0.25,8.142984671799999,296.10491372,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c001_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c001_illum.jpg,7.6758,0.59310377,0.15375611
12,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,1,2,1024,2048,2048,256,512.0,0.25,8.1428769455,296.11395413,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c002_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c002_illum.jpg,8.274968,-0.374075,-1.8489498
13,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,1,3,1024,3072,2048,256,512.0,0.25,8.142768525600001,296.12300202,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c003_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c003_illum.jpg,8.641387,-0.9257479,-2.4403586
14,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,1,4,1024,4096,2048,256,512.0,0.25,8.142659415699999,296.13205661000006,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c004_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c004_illum.jpg,7.4135065,1.0296595,1.3926893
15,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,1,5,1024,5120,2048,256,512.0,0.25,8.1425496064,296.14111924,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c005_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c005_illum.jpg,7.5461464,0.87891966,0.24857262
16,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,1,6,1024,6144,2048,256,512.0,0.25,8.142439102600001,296.15018931,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c006_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c006_illum.jpg,8.015428,0.35436696,-0.25510436
17,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,1,7,1024,7168,2048,256,512.0,0.25,8.1423279007,296.15926688,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c007_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c007_illum.jpg,7.743046,0.87144303,-0.22907373
18,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,1,8,1024,8192,2048,256,512.0,0.25,8.1422160009,296.16835176,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c008_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c008_illum.jpg,7.857039,0.6104447,-0.11749703
19,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,1,9,1024,9216,2048,256,512.0,0.25,8.1421033918,296.17744405,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c009_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00001_c009_illum.jpg,7.222206,0.69429475,1.3323462
20,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,2,0,2048,0,2048,256,512.0,0.25,8.133946805699999,296.09611113,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c000_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c000_illum.jpg,7.5130324,0.7837232,0.21120717
21,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,2,1,2048,1024,2048,256,512.0,0.25,8.133839760599999,296.10514381,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c001_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c001_illum.jpg,8.018631,-0.4105124,-0.96889055
22,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,2,2,2048,2048,2048,256,512.0,0.25,8.1337320254,296.11418395,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c002_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c002_illum.jpg,9.269341,-1.2349957,-3.3451402
23,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,2,3,2048,3072,2048,256,512.0,0.25,8.1336235974,296.12323111,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c003_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c003_illum.jpg,8.0883255,-0.10084971,-1.9929967
24,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,2,4,2048,4096,2048,256,512.0,0.25,8.133514472,296.13228648000006,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c004_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c004_illum.jpg,8.209198,-0.22938702,-0.72022015
25,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,2,5,2048,5120,2048,256,512.0,0.25,8.133404663,296.14134888,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c005_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c005_illum.jpg,9.259296,-1.0787559,-1.0464994
26,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,2,6,2048,6144,2048,256,512.0,0.25,8.1332941492,296.15041866,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c006_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c006_illum.jpg,8.197932,-0.14931993,-0.2679644
27,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,2,7,2048,7168,2048,256,512.0,0.25,8.133182937299999,296.15949554,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c007_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c007_illum.jpg,6.880572,1.868095,0.7529368
28,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,2,8,2048,8192,2048,256,512.0,0.25,8.1330710282,296.16858059000003,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c008_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c008_illum.jpg,7.7090616,1.0728055,-0.19889824
29,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,2,9,2048,9216,2048,256,512.0,0.25,8.132958410800002,296.17767271,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c009_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00002_c009_illum.jpg,8.027309,-0.14919682,0.62801814
30,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,3,0,3072,0,2048,256,512.0,0.25,8.1248122115,296.09634029999995,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c000_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c000_illum.jpg,7.387548,0.9180545,0.51280195
31,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,3,1,3072,1024,2048,256,512.0,0.25,8.124705173299999,296.10537271999993,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c001_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c001_illum.jpg,8.512251,-0.4428769,-2.4395947
32,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,3,2,3072,2048,2048,256,512.0,0.25,8.124597447000001,296.11441264,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c002_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c002_illum.jpg,8.238522,0.052068844,-1.9649729
33,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,3,3,3072,3072,2048,256,512.0,0.25,8.124489027100001,296.12346053,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c003_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c003_illum.jpg,7.029638,1.0292989,0.8339159
34,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,3,4,3072,4096,2048,256,512.0,0.25,8.1243799231,296.1325149,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c004_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c004_illum.jpg,9.38112,-1.360089,-1.7384415
35,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,3,5,3072,5120,2048,256,512.0,0.25,8.124270116,296.1415773,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c005_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c005_illum.jpg,9.301677,-1.2796848,-0.62488765
36,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,3,6,3072,6144,2048,256,512.0,0.25,8.1241596153,296.15064639,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c006_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c006_illum.jpg,7.3445835,0.98163235,0.84409016
37,ch2_ohr_ncp_20260331T1105235288_d_img_d18,D:\ISRO\OHRC_raws\ch2_ohr_ncp_20260331T1105235288_d_img_d18,2026-03-31T11:05:23.5288Z,3,7,3072,7168,2048,256,512.0,0.25,8.1240484198,296.15972396000006,89.38302,1.895764,88.104236,TDI64,msb,Ascending,True,0.0,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c007_structural.jpg,D:\ISRO\OHRC_tiles\ch2_ohr_ncp_20260331T1105235288_d_img_d18\ch2_ohr_ncp_20260331T1105235288_d_img_d18_r00003_c007_illum.jpg,7.5867243,0.115182914,-1.1790702
