before_cosine_mean,before_cosine_median,before_cosine_min,after_cosine_mean,after_cosine_median,after_cosine_min,before_euclidean_mean,before_euclidean_median,after_euclidean_mean,after_euclidean_median,before_recall_at_1,before_recall_at_5,before_recall_at_10,after_recall_at_1,after_recall_at_5,after_recall_at_10,before_median_rank,before_mean_rank,before_worst_rank,after_median_rank,after_mean_rank,after_worst_rank,before_negative_cosine_mean,after_negative_cosine_mean,before_positive_negative_gap,after_positive_negative_gap
0.7216320633888245,0.7407094836235046,0.42291951179504395,0.9044215679168701,0.9074892401695251,0.8307660818099976,10.657196998596191,10.274795532226562,6.015629768371582,5.980290412902832,0.0,0.0,0.016666666666666666,0.16666666666666666,0.7833333333333333,0.8833333333333333,145.5,151.07333333333332,300,4.0,5.363333333333333,34,0.7221049070358276,0.7719191312789917,-0.00047284364700317383,0.13250243663787842
