filename,product_code,camera,observation_time_utc,archive_start_time_utc,product_size_bytes,altitude_km,product_type,end_time
ch2_tmc_ncn_20200723T1009171225_d_img_d18.zip,NCN,NADIR,2020-07-23 10:09:17.122500+00:00,2020-07-23 10:09:17.122000+00:00,1569536000,110.15,IMG,2020-07-23 10:19:52.385000+00:00
ch2_tmc_ncf_20200723T1009171258_d_img_d18.zip,NCF,FORE,2020-07-23 10:09:17.125800+00:00,2020-07-23 10:09:17.125000+00:00,1569520000,110.15,IMG,2020-07-23 10:19:51.997000+00:00
ch2_tmc_nca_20200723T1207169437_d_img_d18.zip,NCA,AFT,2020-07-23 12:07:16.943700+00:00,2020-07-23 12:07:16.943000+00:00,1569848000,110.09,IMG,2020-07-23 12:17:51.947000+00:00
ch2_tmc_ncn_20200723T1207169437_d_img_d18.zip,NCN,NADIR,2020-07-23 12:07:16.943700+00:00,2020-07-23 12:07:16.943000+00:00,1569840000,110.09,IMG,2020-07-23 12:17:51.944000+00:00
ch2_tmc_ncf_20200723T1207169469_d_img_d18.zip,NCF,FORE,2020-07-23 12:07:16.946900+00:00,2020-07-23 12:07:16.946000+00:00,1569840000,110.09,IMG,2020-07-23 12:17:51.947000+00:00
ch2_tmc_ncn_20200724T0351171314_d_img_d18.zip,NCN,NADIR,2020-07-24 03:51:17.131400+00:00,2020-07-24 03:51:17.131000+00:00,1572056000,110.88,IMG,2020-07-24 04:01:53.256000+00:00
ch2_tmc_ncf_20200724T0351171314_d_img_d18.zip,NCF,FORE,2020-07-24 03:51:17.131400+00:00,2020-07-24 03:51:17.131000+00:00,1572048000,110.88,IMG,2020-07-24 04:01:53.289000+00:00
ch2_tmc_nca_20200724T0351171346_d_img_d18.zip,NCA,AFT,2020-07-24 03:51:17.134600+00:00,2020-07-24 03:51:17.134000+00:00,1572048000,110.88,IMG,2020-07-24 04:01:53.289000+00:00
ch2_tmc_ncf_20200724T0747179769_d_img_d18.zip,NCF,FORE,2020-07-24 07:47:17.976900+00:00,2020-07-24 07:47:17.976000+00:00,1572056000,111.61,IMG,2020-07-24 07:57:53.874000+00:00
ch2_tmc_ncn_20200724T0747179769_d_img_d18.zip,NCN,NADIR,2020-07-24 07:47:17.976900+00:00,2020-07-24 07:47:17.976000+00:00,1572056000,111.61,IMG,2020-07-24 07:57:53.874000+00:00
ch2_tmc_nca_20200724T0747179800_d_img_d18.zip,NCA,AFT,2020-07-24 07:47:17.980000+00:00,2020-07-24 07:47:17.980000+00:00,1572056000,111.61,IMG,2020-07-24 07:57:53.877000+00:00
ch2_tmc_ncf_20200724T0945157336_d_img_d18.zip,NCF,FORE,2020-07-24 09:45:15.733600+00:00,2020-07-24 09:45:15.733000+00:00,1577120000,112.05,IMG,2020-07-24 09:55:53.689000+00:00
ch2_tmc_ncn_20200724T0945157336_d_img_d18.zip,NCN,NADIR,2020-07-24 09:45:15.733600+00:00,2020-07-24 09:45:15.733000+00:00,1577120000,112.05,IMG,2020-07-24 09:55:53.689000+00:00
ch2_tmc_nca_20200724T0945157369_d_img_d18.zip,NCA,AFT,2020-07-24 09:45:15.736900+00:00,2020-07-24 09:45:15.736000+00:00,1577120000,112.05,IMG,2020-07-24 09:55:53.692000+00:00
ch2_tmc_nca_20200724T1143164279_d_img_d18.zip,NCA,AFT,2020-07-24 11:43:16.427900+00:00,2020-07-24 11:43:16.427000+00:00,1574912000,112.5,IMG,2020-07-24 11:53:53.480000+00:00
ch2_tmc_ncn_20200724T1143164279_d_img_d18.zip,NCN,NADIR,2020-07-24 11:43:16.427900+00:00,2020-07-24 11:43:16.427000+00:00,1574904000,112.5,IMG,2020-07-24 11:53:53.477000+00:00
ch2_tmc_ncf_20200724T1143164310_d_img_d18.zip,NCF,FORE,2020-07-24 11:43:16.431000+00:00,2020-07-24 11:43:16.431000+00:00,1574904000,112.5,IMG,2020-07-24 11:53:53.480000+00:00
ch2_tmc_ncf_20200724T1341163634_d_img_d18.zip,NCF,FORE,2020-07-24 13:41:16.363400+00:00,2020-07-24 13:41:16.363000+00:00,1577112000,112.94,IMG,2020-07-24 13:51:54.308000+00:00
ch2_tmc_nca_20200724T1341163634_d_img_d18.zip,NCA,AFT,2020-07-24 13:41:16.363400+00:00,2020-07-24 13:41:16.363000+00:00,1577120000,112.94,IMG,2020-07-24 13:51:54.305000+00:00
ch2_tmc_ncn_20200724T1341163667_d_img_d18.zip,NCN,NADIR,2020-07-24 13:41:16.366700+00:00,2020-07-24 13:41:16.366000+00:00,1577112000,112.94,IMG,2020-07-24 13:51:54.308000+00:00
ch2_tmc_nca_20200725T0723191727_d_img_d18.zip,NCA,AFT,2020-07-25 07:23:19.172700+00:00,2020-07-25 07:23:19.172000+00:00,1577440000,114.31,IMG,2020-07-25 07:33:57.248000+00:00
ch2_tmc_ncf_20200725T0723191727_d_img_d18.zip,NCF,FORE,2020-07-25 07:23:19.172700+00:00,2020-07-25 07:23:19.172000+00:00,1577440000,114.31,IMG,2020-07-25 07:33:57.248000+00:00
ch2_tmc_ncn_20200725T0723191760_d_img_d18.zip,NCN,NADIR,2020-07-25 07:23:19.176000+00:00,2020-07-25 07:23:19.176000+00:00,1577424000,114.31,IMG,2020-07-25 07:33:57.244000+00:00
ch2_tmc_ncf_20200725T0921189310_d_img_d18.zip,NCF,FORE,2020-07-25 09:21:18.931000+00:00,2020-07-25 09:21:18.931000+00:00,571768000,117.07,IMG,2020-07-25 09:25:10.209000+00:00
ch2_tmc_ncn_20200725T0921189310_d_img_d18.zip,NCN,NADIR,2020-07-25 09:21:18.931000+00:00,2020-07-25 09:21:18.931000+00:00,571792000,117.07,IMG,2020-07-25 09:25:10.218000+00:00
ch2_tmc_nca_20200725T0921189343_d_img_d18.zip,NCA,AFT,2020-07-25 09:21:18.934300+00:00,2020-07-25 09:21:18.934000+00:00,571784000,117.07,IMG,2020-07-25 09:25:10.218000+00:00
ch2_tmc_nca_20200725T0924179646_d_img_d18.zip,NCA,AFT,2020-07-25 09:24:17.964600+00:00,2020-07-25 09:24:17.964000+00:00,1139184000,114.35,IMG,2020-07-25 09:31:57.896000+00:00
ch2_tmc_ncf_20200725T0924179646_d_img_d18.zip,NCF,FORE,2020-07-25 09:24:17.964600+00:00,2020-07-25 09:24:17.964000+00:00,1139192000,114.35,IMG,2020-07-25 09:31:57.899000+00:00
ch2_tmc_ncn_20200725T0924179646_d_img_d18.zip,NCN,NADIR,2020-07-25 09:24:17.964600+00:00,2020-07-25 09:24:17.964000+00:00,1139192000,114.35,IMG,2020-07-25 09:31:57.899000+00:00
ch2_tmc_nca_20200725T1119206641_d_img_d18.zip,NCA,AFT,2020-07-25 11:19:20.664100+00:00,2020-07-25 11:19:20.664000+00:00,1579968000,114.34,IMG,2020-07-25 11:29:59.761000+00:00
ch2_tmc_ncf_20200725T1119206641_d_img_d18.zip,NCF,FORE,2020-07-25 11:19:20.664100+00:00,2020-07-25 11:19:20.664000+00:00,1579976000,114.34,IMG,2020-07-25 11:29:59.765000+00:00
ch2_tmc_ncn_20200725T1119206674_d_img_d18.zip,NCN,NADIR,2020-07-25 11:19:20.667400+00:00,2020-07-25 11:19:20.667000+00:00,1579968000,114.34,IMG,2020-07-25 11:29:59.765000+00:00
ch2_tmc_ncn_20200725T1317195551_d_img_d18.zip,NCN,NADIR,2020-07-25 13:17:19.555100+00:00,2020-07-25 13:17:19.555000+00:00,1582192000,114.42,IMG,2020-07-25 13:27:59.549000+00:00
ch2_tmc_nca_20200725T1317195551_d_img_d18.zip,NCA,AFT,2020-07-25 13:17:19.555100+00:00,2020-07-25 13:17:19.555000+00:00,1582184000,114.42,IMG,2020-07-25 13:27:59.552000+00:00
ch2_tmc_ncf_20200725T1317195584_d_img_d18.zip,NCF,FORE,2020-07-25 13:17:19.558400+00:00,2020-07-25 13:17:19.558000+00:00,1582184000,114.42,IMG,2020-07-25 13:27:59.552000+00:00
ch2_tmc_ncf_20200725T1515214084_d_img_d18.zip,NCF,FORE,2020-07-25 15:15:21.408400+00:00,2020-07-25 15:15:21.408000+00:00,1577440000,114.46,IMG,2020-07-25 15:25:59.483000+00:00
ch2_tmc_ncn_20200725T1515214084_d_img_d18.zip,NCN,NADIR,2020-07-25 15:15:21.408400+00:00,2020-07-25 15:15:21.408000+00:00,1577448000,114.46,IMG,2020-07-25 15:25:59.486000+00:00
ch2_tmc_nca_20200725T1515214117_d_img_d18.zip,NCA,AFT,2020-07-25 15:15:21.411700+00:00,2020-07-25 15:15:21.411000+00:00,1577432000,114.46,IMG,2020-07-25 15:25:59.483000+00:00
ch2_tmc_nca_20200726T1253267430_d_img_d18.zip,NCA,AFT,2020-07-26 12:53:26.743000+00:00,2020-07-26 12:53:26.743000+00:00,1582504000,113.94,IMG,2020-07-26 13:04:06.866000+00:00
ch2_tmc_ncf_20200726T1253267430_d_img_d18.zip,NCF,FORE,2020-07-26 12:53:26.743000+00:00,2020-07-26 12:53:26.743000+00:00,1582496000,113.94,IMG,2020-07-26 13:04:06.863000+00:00
ch2_tmc_ncn_20200726T1253267462_d_img_d18.zip,NCN,NADIR,2020-07-26 12:53:26.746200+00:00,2020-07-26 12:53:26.746000+00:00,1582496000,113.94,IMG,2020-07-26 13:04:06.866000+00:00
ch2_tmc_ncf_20200727T0635146893_d_img_d18.zip,NCF,FORE,2020-07-27 06:35:14.689300+00:00,2020-07-27 06:35:14.689000+00:00,1587560000,118.9,IMG,2020-07-27 06:45:56.858000+00:00
ch2_tmc_ncn_20200727T0635146893_d_img_d18.zip,NCN,NADIR,2020-07-27 06:35:14.689300+00:00,2020-07-27 06:35:14.689000+00:00,1587568000,118.9,IMG,2020-07-27 06:45:56.861000+00:00
ch2_tmc_nca_20200727T0635146925_d_img_d18.zip,NCA,AFT,2020-07-27 06:35:14.692500+00:00,2020-07-27 06:35:14.692000+00:00,1587560000,118.9,IMG,2020-07-27 06:45:56.861000+00:00
ch2_tmc_nca_20200728T1205129291_d_img_d18.zip,NCA,AFT,2020-07-28 12:05:12.929100+00:00,2020-07-28 12:05:12.929000+00:00,1585024000,117.24,IMG,2020-07-28 12:15:54.718000+00:00
ch2_tmc_ncn_20200728T1205129291_d_img_d18.zip,NCN,NADIR,2020-07-28 12:05:12.929100+00:00,2020-07-28 12:05:12.929000+00:00,1585032000,117.24,IMG,2020-07-28 12:15:54.751000+00:00
ch2_tmc_ncf_20200728T1205129323_d_img_d18.zip,NCF,FORE,2020-07-28 12:05:12.932300+00:00,2020-07-28 12:05:12.932000+00:00,1585024000,117.24,IMG,2020-07-28 12:15:54.751000+00:00
ch2_tmc_nca_20200729T1140552399_d_img_d18.zip,NCA,AFT,2020-07-29 11:40:55.239900+00:00,2020-07-29 11:40:55.239000+00:00,1582504000,116.92,IMG,2020-07-29 11:51:35.363000+00:00
ch2_tmc_ncn_20200729T1140552399_d_img_d18.zip,NCN,NADIR,2020-07-29 11:40:55.239900+00:00,2020-07-29 11:40:55.239000+00:00,1582496000,116.92,IMG,2020-07-29 11:51:35.360000+00:00
ch2_tmc_ncf_20200729T1140552432_d_img_d18.zip,NCF,FORE,2020-07-29 11:40:55.243200+00:00,2020-07-29 11:40:55.243000+00:00,1582496000,116.92,IMG,2020-07-29 11:51:35.363000+00:00
ch2_tmc_nca_20200729T1536521638_d_img_d18.zip,NCA,AFT,2020-07-29 15:36:52.163800+00:00,2020-07-29 15:36:52.163000+00:00,1587560000,116.9,IMG,2020-07-29 15:47:34.332000+00:00
ch2_tmc_ncf_20200729T1536521638_d_img_d18.zip,NCF,FORE,2020-07-29 15:36:52.163800+00:00,2020-07-29 15:36:52.163000+00:00,1587568000,116.9,IMG,2020-07-29 15:47:34.335000+00:00
ch2_tmc_ncn_20200729T1536521671_d_img_d18.zip,NCN,NADIR,2020-07-29 15:36:52.167100+00:00,2020-07-29 15:36:52.167000+00:00,1587560000,116.9,IMG,2020-07-29 15:47:34.335000+00:00
ch2_tmc_nca_20200730T1452348525_d_img_d18.zip,NCA,AFT,2020-07-30 14:52:34.852500+00:00,2020-07-30 14:52:34.852000+00:00,1577128000,118.28,IMG,2020-07-30 15:03:12.801000+00:00
ch2_tmc_ncn_20200730T1452348525_d_img_d18.zip,NCN,NADIR,2020-07-30 14:52:34.852500+00:00,2020-07-30 14:52:34.852000+00:00,1577120000,118.28,IMG,2020-07-30 15:03:12.797000+00:00
ch2_tmc_ncf_20200730T1452348558_d_img_d18.zip,NCF,FORE,2020-07-30 14:52:34.855800+00:00,2020-07-30 14:52:34.855000+00:00,1577120000,118.28,IMG,2020-07-30 15:03:12.801000+00:00
ch2_tmc_ncf_20200731T1448111043_d_img_d18.zip,NCF,FORE,2020-07-31 14:48:11.104300+00:00,2020-07-31 14:48:11.104000+00:00,1569520000,108.36,IMG,2020-07-31 14:58:45.975000+00:00
ch2_tmc_ncn_20200731T1448111043_d_img_d18.zip,NCN,NADIR,2020-07-31 14:48:11.104300+00:00,2020-07-31 14:48:11.104000+00:00,1569528000,108.36,IMG,2020-07-31 14:58:45.979000+00:00
ch2_tmc_nca_20200731T1448111076_d_img_d18.zip,NCA,AFT,2020-07-31 14:48:11.107600+00:00,2020-07-31 14:48:11.107000+00:00,1569520000,108.36,IMG,2020-07-31 14:58:45.979000+00:00
ch2_tmc_ncf_20200801T1028007876_d_img_d18.zip,NCF,FORE,2020-08-01 10:28:00.787600+00:00,2020-08-01 10:28:00.787000+00:00,1569848000,107.43,IMG,2020-08-01 10:38:35.795000+00:00
ch2_tmc_nca_20200801T1028007876_d_img_d18.zip,NCA,AFT,2020-08-01 10:28:00.787600+00:00,2020-08-01 10:28:00.787000+00:00,1569856000,107.43,IMG,2020-08-01 10:38:35.791000+00:00
ch2_tmc_ncn_20200801T1028007908_d_img_d18.zip,NCN,NADIR,2020-08-01 10:28:00.790800+00:00,2020-08-01 10:28:00.790000+00:00,1569848000,107.43,IMG,2020-08-01 10:38:35.795000+00:00
ch2_tmc_nca_20200801T1621579855_d_img_d18.zip,NCA,AFT,2020-08-01 16:21:57.985500+00:00,2020-08-01 16:21:57.985000+00:00,1566992000,106.97,IMG,2020-08-01 16:32:31.834000+00:00
ch2_tmc_ncf_20200801T1621579855_d_img_d18.zip,NCF,FORE,2020-08-01 16:21:57.985500+00:00,2020-08-01 16:21:57.985000+00:00,1567000000,106.97,IMG,2020-08-01 16:32:31.837000+00:00
ch2_tmc_ncn_20200801T1621579887_d_img_d18.zip,NCN,NADIR,2020-08-01 16:21:57.988700+00:00,2020-08-01 16:21:57.988000+00:00,1566992000,106.97,IMG,2020-08-01 16:32:31.837000+00:00
ch2_tmc_nca_20200802T1557437507_d_img_d18.zip,NCA,AFT,2020-08-02 15:57:43.750700+00:00,2020-08-02 15:57:43.750000+00:00,1557184000,101.39,IMG,2020-08-02 16:08:13.632000+00:00
ch2_tmc_ncf_20200802T1557437507_d_img_d18.zip,NCF,FORE,2020-08-02 15:57:43.750700+00:00,2020-08-02 15:57:43.750000+00:00,1557192000,101.39,IMG,2020-08-02 16:08:13.635000+00:00
ch2_tmc_ncn_20200802T1557437540_d_img_d18.zip,NCN,NADIR,2020-08-02 15:57:43.754000+00:00,2020-08-02 15:57:43.754000+00:00,1557184000,101.39,IMG,2020-08-02 16:08:13.635000+00:00
ch2_tmc_ncf_20200802T1953394691_d_img_d18.zip,NCF,FORE,2020-08-02 19:53:39.469100+00:00,2020-08-02 19:53:39.469000+00:00,1556328000,100.29,IMG,2020-08-02 20:04:09.428000+00:00
ch2_tmc_ncn_20200802T1953394691_d_img_d18.zip,NCN,NADIR,2020-08-02 19:53:39.469100+00:00,2020-08-02 19:53:39.469000+00:00,1556336000,100.29,IMG,2020-08-02 20:04:09.753000+00:00
ch2_tmc_nca_20200802T1953394724_d_img_d18.zip,NCA,AFT,2020-08-02 19:53:39.472400+00:00,2020-08-02 19:53:39.472000+00:00,1556320000,100.29,IMG,2020-08-02 20:04:09.428000+00:00
ch2_tmc_nca_20200803T1731019323_d_img_d18.zip,NCA,AFT,2020-08-03 17:31:01.932300+00:00,2020-08-03 17:31:01.932000+00:00,1557184000,99.12,IMG,2020-08-03 17:41:31.813000+00:00
ch2_tmc_ncf_20200803T1731019323_d_img_d18.zip,NCF,FORE,2020-08-03 17:31:01.932300+00:00,2020-08-03 17:31:01.932000+00:00,1557192000,99.12,IMG,2020-08-03 17:41:31.817000+00:00
ch2_tmc_ncn_20200803T1731019356_d_img_d18.zip,NCN,NADIR,2020-08-03 17:31:01.935600+00:00,2020-08-03 17:31:01.935000+00:00,1557184000,99.12,IMG,2020-08-03 17:41:31.817000+00:00
ch2_tmc_nca_20200804T1310425663_d_img_d18.zip,NCA,AFT,2020-08-04 13:10:42.566300+00:00,2020-08-04 13:10:42.566000+00:00,1347064000,103.01,IMG,2020-08-04 13:19:47.454000+00:00
ch2_tmc_ncf_20200804T1310425663_d_img_d18.zip,NCF,FORE,2020-08-04 13:10:42.566300+00:00,2020-08-04 13:10:42.566000+00:00,1347080000,103.01,IMG,2020-08-04 13:19:47.460000+00:00
ch2_tmc_ncn_20200804T1310425663_d_img_d18.zip,NCN,NADIR,2020-08-04 13:10:42.566300+00:00,2020-08-04 13:10:42.566000+00:00,1347040000,103.01,IMG,2020-08-04 13:19:47.444000+00:00
ch2_tmc_nca_20200804T1310425694_d_img_d18.zip,NCA,AFT,2020-08-04 13:10:42.569400+00:00,2020-08-04 13:10:42.569000+00:00,1347056000,103.01,IMG,2020-08-04 13:19:47.454000+00:00
ch2_tmc_nca_20201117T0941201883_d_img_d18.zip,NCA,AFT,2020-11-17 09:41:20.188300+00:00,2020-11-17 09:41:20.188000+00:00,1534400000,92.3,IMG,2020-11-17 09:51:40.853000+00:00
ch2_tmc_ncf_20201117T0941201883_d_img_d18.zip,NCF,FORE,2020-11-17 09:41:20.188300+00:00,2020-11-17 09:41:20.188000+00:00,1534400000,92.3,IMG,2020-11-17 09:51:40.853000+00:00
ch2_tmc_ncn_20201117T0941201916_d_img_d18.zip,NCN,NADIR,2020-11-17 09:41:20.191600+00:00,2020-11-17 09:41:20.191000+00:00,1534392000,92.3,IMG,2020-11-17 09:51:40.853000+00:00
ch2_tmc_ncf_20201118T0520179058_d_img_d18.zip,NCF,FORE,2020-11-18 05:20:17.905800+00:00,2020-11-18 05:20:17.905000+00:00,1529336000,93.07,IMG,2020-11-18 05:30:36.522000+00:00
ch2_tmc_ncn_20201118T0520179058_d_img_d18.zip,NCN,NADIR,2020-11-18 05:20:17.905800+00:00,2020-11-18 05:20:17.905000+00:00,1529336000,93.07,IMG,2020-11-18 05:30:36.522000+00:00
ch2_tmc_nca_20201118T0520179091_d_img_d18.zip,NCA,AFT,2020-11-18 05:20:17.909100+00:00,2020-11-18 05:20:17.909000+00:00,1529320000,93.07,IMG,2020-11-18 05:30:36.519000+00:00
ch2_tmc_ncf_20201118T0916085466_d_img_d18.zip,NCF,FORE,2020-11-18 09:16:08.546600+00:00,2020-11-18 09:16:08.546000+00:00,1531872000,93.21,IMG,2020-11-18 09:26:28.188000+00:00
ch2_tmc_ncn_20201118T0916085466_d_img_d18.zip,NCN,NADIR,2020-11-18 09:16:08.546600+00:00,2020-11-18 09:16:08.546000+00:00,1531864000,93.21,IMG,2020-11-18 09:26:28.185000+00:00
ch2_tmc_nca_20201118T0916085499_d_img_d18.zip,NCA,AFT,2020-11-18 09:16:08.549900+00:00,2020-11-18 09:16:08.549000+00:00,1531864000,93.21,IMG,2020-11-18 09:26:28.188000+00:00
ch2_tmc_ncf_20201119T1246555088_d_img_d18.zip,NCF,FORE,2020-11-19 12:46:55.508800+00:00,2020-11-19 12:46:55.508000+00:00,1534400000,95.55,IMG,2020-11-19 12:57:16.177000+00:00
ch2_tmc_nca_20201119T1246555088_d_img_d18.zip,NCA,AFT,2020-11-19 12:46:55.508800+00:00,2020-11-19 12:46:55.508000+00:00,1534408000,95.55,IMG,2020-11-19 12:57:16.174000+00:00
ch2_tmc_ncn_20201119T1246555120_d_img_d18.zip,NCN,NADIR,2020-11-19 12:46:55.512000+00:00,2020-11-19 12:46:55.512000+00:00,1534400000,95.55,IMG,2020-11-19 12:57:16.177000+00:00
ch2_tmc_nca_20201121T0800465954_d_img_d18.zip,NCA,AFT,2020-11-21 08:00:46.595400+00:00,2020-11-21 08:00:46.595000+00:00,1539152000,98.95,IMG,2020-11-21 08:11:09.183000+00:00
ch2_tmc_ncf_20201121T0800465954_d_img_d18.zip,NCF,FORE,2020-11-21 08:00:46.595400+00:00,2020-11-21 08:00:46.595000+00:00,1539144000,98.95,IMG,2020-11-21 08:11:09.179000+00:00
ch2_tmc_ncn_20201121T0800465987_d_img_d18.zip,NCN,NADIR,2020-11-21 08:00:46.598700+00:00,2020-11-21 08:00:46.598000+00:00,1539144000,98.95,IMG,2020-11-21 08:11:09.183000+00:00
ch2_tmc_ncf_20201121T0958412848_d_img_d18.zip,NCF,FORE,2020-11-21 09:58:41.284800+00:00,2020-11-21 09:58:41.284000+00:00,1536936000,98.73,IMG,2020-11-21 10:09:02.976000+00:00
ch2_tmc_ncn_20201121T0958412848_d_img_d18.zip,NCN,NADIR,2020-11-21 09:58:41.284800+00:00,2020-11-21 09:58:41.284000+00:00,1536936000,98.73,IMG,2020-11-21 10:09:02.976000+00:00
ch2_tmc_nca_20201121T0958412880_d_img_d18.zip,NCA,AFT,2020-11-21 09:58:41.288000+00:00,2020-11-21 09:58:41.288000+00:00,1536920000,98.73,IMG,2020-11-21 10:09:02.972000+00:00
ch2_tmc_ncf_20201122T0735452124_d_img_d18.zip,NCF,FORE,2020-11-22 07:35:45.212400+00:00,2020-11-22 07:35:45.212000+00:00,1536624000,95.94,IMG,2020-11-22 07:46:06.777000+00:00
ch2_tmc_ncn_20201122T0735452124_d_img_d18.zip,NCN,NADIR,2020-11-22 07:35:45.212400+00:00,2020-11-22 07:35:45.212000+00:00,1536616000,95.94,IMG,2020-11-22 07:46:06.774000+00:00
ch2_tmc_nca_20201122T0735452156_d_img_d18.zip,NCA,AFT,2020-11-22 07:35:45.215600+00:00,2020-11-22 07:35:45.215000+00:00,1536608000,95.94,IMG,2020-11-22 07:46:06.774000+00:00
ch2_tmc_nca_20201122T1329344582_d_img_d18.zip,NCA,AFT,2020-11-22 13:29:34.458200+00:00,2020-11-22 13:29:34.458000+00:00,1529336000,95.36,IMG,2020-11-22 13:39:53.752000+00:00
ch2_tmc_ncf_20201122T1329344582_d_img_d18.zip,NCF,FORE,2020-11-22 13:29:34.458200+00:00,2020-11-22 13:29:34.458000+00:00,1529344000,95.36,IMG,2020-11-22 13:39:53.785000+00:00
ch2_tmc_ncn_20201122T1329344614_d_img_d18.zip,NCN,NADIR,2020-11-22 13:29:34.461400+00:00,2020-11-22 13:29:34.461000+00:00,1529336000,95.36,IMG,2020-11-22 13:39:53.785000+00:00
ch2_tmc_nca_20201122T1527272295_d_img_d18.zip,NCA,AFT,2020-11-22 15:27:27.229500+00:00,2020-11-22 15:27:27.229000+00:00,1536936000,95.15,IMG,2020-11-22 15:37:48.921000+00:00
ch2_tmc_ncf_20201122T1527272295_d_img_d18.zip,NCF,FORE,2020-11-22 15:27:27.229500+00:00,2020-11-22 15:27:27.229000+00:00,1536936000,95.15,IMG,2020-11-22 15:37:48.921000+00:00
ch2_tmc_ncn_20201122T1527272327_d_img_d18.zip,NCN,NADIR,2020-11-22 15:27:27.232700+00:00,2020-11-22 15:27:27.232000+00:00,1536920000,95.15,IMG,2020-11-22 15:37:48.917000+00:00
ch2_tmc_ncf_20210512T0829023624_d_img_d18.zip,NCF,FORE,2021-05-12 08:29:02.362400+00:00,2021-05-12 08:29:02.362000+00:00,1395624000,104.22,IMG,2021-05-12 08:38:26.891000+00:00
ch2_tmc_nca_20210512T0829023655_d_img_d18.zip,NCA,AFT,2021-05-12 08:29:02.365500+00:00,2021-05-12 08:29:02.365000+00:00,1395624000,104.22,IMG,2021-05-12 08:38:26.894000+00:00
ch2_tmc_ncn_20210512T0829023655_d_img_d18.zip,NCN,NADIR,2021-05-12 08:29:02.365500+00:00,2021-05-12 08:29:02.365000+00:00,1395624000,104.22,IMG,2021-05-12 08:38:26.894000+00:00
ch2_tmc_ncn_20210513T0223433503_d_img_d18.zip,NCN,NADIR,2021-05-13 02:23:43.350300+00:00,2021-05-13 02:23:43.350000+00:00,1181896000,99.93,IMG,2021-05-13 02:31:41.426000+00:00
ch2_tmc_nca_20210513T0223433535_d_img_d18.zip,NCA,AFT,2021-05-13 02:23:43.353500+00:00,2021-05-13 02:23:43.353000+00:00,1181888000,99.93,IMG,2021-05-13 02:31:41.426000+00:00
ch2_tmc_ncf_20210513T0223433535_d_img_d18.zip,NCF,FORE,2021-05-13 02:23:43.353500+00:00,2021-05-13 02:23:43.353000+00:00,1181888000,99.93,IMG,2021-05-13 02:31:41.426000+00:00
ch2_tmc_nca_20210513T0620565877_d_img_d18.zip,NCA,AFT,2021-05-13 06:20:56.587700+00:00,2021-05-13 06:20:56.587000+00:00,1314928000,100.23,IMG,2021-05-13 06:29:48.475000+00:00
ch2_tmc_ncn_20210513T0620565877_d_img_d18.zip,NCN,NADIR,2021-05-13 06:20:56.587700+00:00,2021-05-13 06:20:56.587000+00:00,1314936000,100.23,IMG,2021-05-13 06:29:48.478000+00:00
ch2_tmc_ncf_20210513T0620565909_d_img_d18.zip,NCF,FORE,2021-05-13 06:20:56.590900+00:00,2021-05-13 06:20:56.590000+00:00,1314936000,100.23,IMG,2021-05-13 06:29:48.481000+00:00
ch2_tmc_ncf_20210513T1018118014_d_img_d18.zip,NCF,FORE,2021-05-13 10:18:11.801400+00:00,2021-05-13 10:18:11.801000+00:00,1349640000,101.61,IMG,2021-05-13 10:27:17.701000+00:00
ch2_tmc_nca_20210513T1018118014_d_img_d18.zip,NCA,AFT,2021-05-13 10:18:11.801400+00:00,2021-05-13 10:18:11.801000+00:00,1349568000,101.61,IMG,2021-05-13 10:27:17.730000+00:00
ch2_tmc_ncn_20210513T1018118046_d_img_d18.zip,NCN,NADIR,2021-05-13 10:18:11.804600+00:00,2021-05-13 10:18:11.804000+00:00,1349664000,101.61,IMG,2021-05-13 10:27:17.743000+00:00
ch2_tmc_nca_20210514T0405521758_d_img_d18.zip,NCA,AFT,2021-05-14 04:05:52.175800+00:00,2021-05-14 04:05:52.175000+00:00,1224128000,105.23,IMG,2021-05-14 04:14:07.334000+00:00
ch2_tmc_ncn_20210514T0405521758_d_img_d18.zip,NCN,NADIR,2021-05-14 04:05:52.175800+00:00,2021-05-14 04:05:52.175000+00:00,1224160000,105.23,IMG,2021-05-14 04:14:07.347000+00:00
ch2_tmc_ncf_20210514T0405521790_d_img_d18.zip,NCF,FORE,2021-05-14 04:05:52.179000+00:00,2021-05-14 04:05:52.179000+00:00,1224288000,105.23,IMG,2021-05-14 04:14:07.402000+00:00
ch2_tmc_nca_20210514T0604317335_d_img_d18.zip,NCA,AFT,2021-05-14 06:04:31.733500+00:00,2021-05-14 06:04:31.733000+00:00,1426064000,103.61,IMG,2021-05-14 06:14:08.575000+00:00
ch2_tmc_ncn_20210514T0604317335_d_img_d18.zip,NCN,NADIR,2021-05-14 06:04:31.733500+00:00,2021-05-14 06:04:31.733000+00:00,1426056000,103.61,IMG,2021-05-14 06:14:08.572000+00:00
ch2_tmc_ncf_20210514T0604317367_d_img_d18.zip,NCF,FORE,2021-05-14 06:04:31.736700+00:00,2021-05-14 06:04:31.736000+00:00,1426056000,103.61,IMG,2021-05-14 06:14:08.575000+00:00
ch2_tmc_ncf_20210514T0803114068_d_img_d18.zip,NCF,FORE,2021-05-14 08:03:11.406800+00:00,2021-05-14 08:03:11.406000+00:00,1460816000,103.46,IMG,2021-05-14 08:13:02.306000+00:00
