observation_time_utc,archive_start_time_utc,archive_end_time_utc,camera_count,cameras,product_codes,has_nadir,has_aft,has_fore,complete_three_camera,product_count,filenames,target_sensor,target_time_utc,time_difference_hours
2026-02-13 05:03:14+00:00,2026-02-13 05:03:13.995000+00:00,2026-02-13 05:08:05.140000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260213T0503139987_d_img_d18.zip | ch2_tmc_ncf_20260213T0503139955_d_img_d18.zip | ch2_tmc_ncn_20260213T0503139987_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1110.0359802222222
2026-05-16 17:45:44+00:00,2026-05-16 17:45:44.316000+00:00,2026-05-16 17:50:09.353000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260516T1745443197_d_img_d18.zip | ch2_tmc_ncf_20260516T1745443164_d_img_d18.zip | ch2_tmc_ncn_20260516T1745443164_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1110.672353111111
2026-02-13 01:05:30+00:00,2026-02-13 01:05:29.655000+00:00,2026-02-13 01:10:21.347000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260213T0105296587_d_img_d18.zip | ch2_tmc_ncf_20260213T0105296554_d_img_d18.zip | ch2_tmc_ncn_20260213T0105296554_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1113.9982024444444
2026-02-13 01:01:54+00:00,2026-02-13 01:01:53.909000+00:00,2026-02-13 01:05:36.205000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260213T0101539130_d_img_d18.zip | ch2_tmc_ncf_20260213T0101539130_d_img_d18.zip | ch2_tmc_ncn_20260213T0101539098_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1114.0582024444445
2026-02-12 15:17:31+00:00,2026-02-12 15:17:30.777000+00:00,2026-02-12 15:22:06.635000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260212T1517307773_d_img_d18.zip | ch2_tmc_ncf_20260212T1517307806_d_img_d18.zip | ch2_tmc_ncn_20260212T1517307773_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1123.7979246666666
2026-02-12 15:12:46+00:00,2026-02-12 15:12:45.903000+00:00,2026-02-12 15:17:36.354000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260212T1512459036_d_img_d18.zip | ch2_tmc_ncf_20260212T1512459068_d_img_d18.zip | ch2_tmc_ncn_20260212T1512459036_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1123.8770913333333
2026-02-12 01:32:27+00:00,2026-02-12 01:32:27.310000+00:00,2026-02-12 01:37:15.600000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260212T0132273100_d_img_d18.zip | ch2_tmc_ncf_20260212T0132273100_d_img_d18.zip | ch2_tmc_ncn_20260212T0132273100_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1137.5490357777778
2026-02-12 01:28:08+00:00,2026-02-12 01:28:07.965000+00:00,2026-02-12 01:32:33.987000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260212T0128079684_d_img_d18.zip | ch2_tmc_ncf_20260212T0128079684_d_img_d18.zip | ch2_tmc_ncn_20260212T0128079651_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1137.6209802222222
2026-02-11 15:43:56+00:00,2026-02-11 15:43:55.607000+00:00,2026-02-11 15:48:48.460000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260211T1543556074_d_img_d18.zip | ch2_tmc_ncf_20260211T1543556106_d_img_d18.zip | ch2_tmc_ncn_20260211T1543556074_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1147.357646888889
2026-02-11 15:39:06+00:00,2026-02-11 15:39:06.164000+00:00,2026-02-11 15:44:00.202000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260211T1539061643_d_img_d18.zip | ch2_tmc_ncf_20260211T1539061643_d_img_d18.zip | ch2_tmc_ncn_20260211T1539061676_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1147.4382024444444
2026-02-10 14:11:53+00:00,2026-02-10 14:11:53.205000+00:00,2026-02-10 14:19:16.251000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260210T1411532050_d_img_d18.zip | ch2_tmc_ncf_20260210T1411532082_d_img_d18.zip | ch2_tmc_ncn_20260210T1411532082_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1172.8918135555557
2026-02-10 14:07:13+00:00,2026-02-10 14:07:12.839000+00:00,2026-02-10 14:11:59.124000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260210T1407128398_d_img_d18.zip | ch2_tmc_ncf_20260210T1407128398_d_img_d18.zip | ch2_tmc_ncn_20260210T1407128398_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1172.9695913333335
2026-02-10 04:18:03+00:00,2026-02-10 04:18:02.606000+00:00,2026-02-10 04:31:10.186000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260210T0418026069_d_img_d18.zip | ch2_tmc_ncf_20260210T0418026069_d_img_d18.zip | ch2_tmc_ncn_20260210T0418026069_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1182.7890357777778
2026-02-10 02:20:09+00:00,2026-02-10 02:20:09.453000+00:00,2026-02-10 02:33:20.106000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260210T0220094532_d_img_d18.zip | ch2_tmc_ncf_20260210T0220094532_d_img_d18.zip | ch2_tmc_ncn_20260210T0220094532_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1184.754035777778
2026-05-19 21:16:25+00:00,2026-05-19 21:16:24.807000+00:00,2026-05-19 21:16:32.394000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260519T2116248070_d_img_d18.zip | ch2_tmc_ncf_20260519T2116248070_d_img_d18.zip | ch2_tmc_ncn_20260519T2116248070_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1186.183742
2026-02-10 00:22:21+00:00,2026-02-10 00:22:20.615000+00:00,2026-02-10 00:35:31.815000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260210T0022206153_d_img_d18.zip | ch2_tmc_ncf_20260210T0022206153_d_img_d18.zip | ch2_tmc_ncn_20260210T0022206153_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1186.7173691111113
2026-02-09 22:24:29+00:00,2026-02-09 22:24:28.958000+00:00,2026-02-09 22:37:11.526000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260209T2224289581_d_img_d18.zip | ch2_tmc_ncf_20260209T2224289614_d_img_d18.zip | ch2_tmc_ncn_20260209T2224289614_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1188.6818135555557
2026-02-09 02:55:45+00:00,2026-02-09 02:55:45.176000+00:00,2026-02-09 03:07:11.507000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260209T0255451762_d_img_d18.zip | ch2_tmc_ncf_20260209T0255451762_d_img_d18.zip | ch2_tmc_ncn_20260209T0255451762_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1208.1607024444445
2026-02-08 22:50:28+00:00,2026-02-08 22:50:27.955000+00:00,2026-02-08 23:08:52.244000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260208T2250279555_d_img_d18.zip | ch2_tmc_ncf_20260208T2250279555_d_img_d18.zip | ch2_tmc_ncn_20260208T2250279555_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1212.2487580000002
2026-02-08 20:52:35+00:00,2026-02-08 20:52:34.892000+00:00,2026-02-08 21:04:09.951000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260208T2052348929_d_img_d18.zip | ch2_tmc_ncf_20260208T2052348929_d_img_d18.zip | ch2_tmc_ncn_20260208T2052348929_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1214.2134802222224
2026-05-21 12:35:01+00:00,2026-05-21 12:35:01.282000+00:00,2026-05-21 12:37:50.960000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260521T1235012860_d_img_d18.zip | ch2_tmc_ncf_20260521T1235012860_d_img_d18.zip | ch2_tmc_ncn_20260521T1235012828_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1225.4937419999999
2026-02-08 01:15:41+00:00,2026-02-08 01:15:41.206000+00:00,2026-02-08 01:28:50.964000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260208T0115412067_d_img_d18.zip | ch2_tmc_ncf_20260208T0115412067_d_img_d18.zip | ch2_tmc_ncn_20260208T0115412067_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1233.8284802222224
2026-02-07 23:16:13+00:00,2026-02-07 23:16:12.755000+00:00,2026-02-07 23:29:23.218000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260207T2316127558_d_img_d18.zip | ch2_tmc_ncf_20260207T2316127590_d_img_d18.zip | ch2_tmc_ncn_20260207T2316127558_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1235.8195913333334
2026-02-07 11:38:51+00:00,2026-02-07 11:38:51.459000+00:00,2026-02-07 11:50:13.566000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260207T1138514623_d_img_d18.zip | ch2_tmc_ncf_20260207T1138514590_d_img_d18.zip | ch2_tmc_ncn_20260207T1138514590_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1247.4423691111112
2026-02-06 23:42:00+00:00,2026-02-06 23:41:59.782000+00:00,2026-02-06 23:54:58.149000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260206T2341597825_d_img_d18.zip | ch2_tmc_ncf_20260206T2341597858_d_img_d18.zip | ch2_tmc_ncn_20260206T2341597825_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1259.3898691111112
2026-02-06 21:44:08+00:00,2026-02-06 21:44:07.982000+00:00,2026-02-06 21:57:16.901000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260206T2144079855_d_img_d18.zip | ch2_tmc_ncf_20260206T2144079855_d_img_d18.zip | ch2_tmc_ncn_20260206T2144079823_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1261.3543135555556
2026-02-06 19:46:16+00:00,2026-02-06 19:46:15.656000+00:00,2026-02-06 19:59:04.880000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260206T1946156560_d_img_d18.zip | ch2_tmc_ncf_20260206T1946156560_d_img_d18.zip | ch2_tmc_ncn_20260206T1946156560_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1263.3187580000001
2026-02-06 00:07:46+00:00,2026-02-06 00:07:46.350000+00:00,2026-02-06 00:20:57.465000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260206T0007463509_d_img_d18.zip | ch2_tmc_ncf_20260206T0007463509_d_img_d18.zip | ch2_tmc_ncn_20260206T0007463509_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1282.9604246666668
2026-02-05 18:14:15+00:00,2026-02-05 18:14:15.302000+00:00,2026-02-05 18:27:06.268000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260205T1814153023_d_img_d18.zip | ch2_tmc_ncf_20260205T1814153023_d_img_d18.zip | ch2_tmc_ncn_20260205T1814153023_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1288.8523691111113
2026-02-04 22:38:06+00:00,2026-02-04 22:38:06.388000+00:00,2026-02-04 22:48:54.326000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260204T2238063881_d_img_d18.zip | ch2_tmc_ncf_20260204T2238063881_d_img_d18.zip | ch2_tmc_ncn_20260204T2238064206_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1308.4548691111113
2026-02-04 22:35:46+00:00,2026-02-04 22:35:45.514000+00:00,2026-02-04 22:38:10.912000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260204T2235455148_d_img_d18.zip | ch2_tmc_ncf_20260204T2235455148_d_img_d18.zip | ch2_tmc_ncn_20260204T2235455148_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1308.493758
2026-02-04 18:54:46+00:00,2026-02-04 18:54:45.944000+00:00,2026-02-04 19:00:32.797000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260204T1854459449_d_img_d18.zip | ch2_tmc_ncf_20260204T1854459449_d_img_d18.zip | ch2_tmc_ncn_20260204T1854459449_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1312.1770913333335
2026-02-04 06:53:01+00:00,2026-02-04 06:53:00.686000+00:00,2026-02-04 07:04:47.712000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260204T0653006869_d_img_d18.zip | ch2_tmc_ncf_20260204T0653006869_d_img_d18.zip | ch2_tmc_ncn_20260204T0653006869_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1324.2062580000002
2026-02-03 09:08:52+00:00,2026-02-03 09:08:51.931000+00:00,2026-02-03 09:19:44.989000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260203T0908519316_d_img_d18.zip | ch2_tmc_ncf_20260203T0908519316_d_img_d18.zip | ch2_tmc_ncn_20260203T0908519316_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1345.9420913333336
2026-02-02 21:21:57+00:00,2026-02-02 21:21:56.869000+00:00,2026-02-02 21:33:34.296000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260202T2121568693_d_img_d18.zip | ch2_tmc_ncf_20260202T2121568693_d_img_d18.zip | ch2_tmc_ncn_20260202T2121568725_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1357.724035777778
2026-02-02 17:13:20+00:00,2026-02-02 17:13:19.901000+00:00,2026-02-02 17:24:00.597000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260202T1713199013_d_img_d18.zip | ch2_tmc_ncf_20260202T1713199013_d_img_d18.zip | ch2_tmc_ncn_20260202T1713199013_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1361.867646888889
2026-02-01 21:19:14+00:00,2026-02-01 21:19:13.974000+00:00,2026-02-01 21:31:09.820000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260201T2119139743_d_img_d18.zip | ch2_tmc_ncf_20260201T2119139776_d_img_d18.zip | ch2_tmc_ncn_20260201T2119139743_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1381.7693135555558
2026-02-01 17:20:25+00:00,2026-02-01 17:20:24.941000+00:00,2026-02-01 17:31:25.701000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260201T1720249417_d_img_d18.zip | ch2_tmc_ncf_20260201T1720249417_d_img_d18.zip | ch2_tmc_ncn_20260201T1720249417_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1385.7495913333335
2026-02-01 05:33:44+00:00,2026-02-01 05:33:44.143000+00:00,2026-02-01 05:44:44.621000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260201T0533441434_d_img_d18.zip | ch2_tmc_ncf_20260201T0533441434_d_img_d18.zip | ch2_tmc_ncn_20260201T0533441434_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1397.527646888889
2026-01-31 19:26:49+00:00,2026-01-31 19:26:48.943000+00:00,2026-01-31 19:38:44.544000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260131T1926489432_d_img_d18.zip | ch2_tmc_ncf_20260131T1926489464_d_img_d18.zip | ch2_tmc_ncn_20260131T1926489464_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1407.6429246666669
2026-01-31 15:36:09+00:00,2026-01-31 15:36:09.401000+00:00,2026-01-31 15:47:12.983000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260131T1536094016_d_img_d18.zip | ch2_tmc_ncf_20260131T1536094049_d_img_d18.zip | ch2_tmc_ncn_20260131T1536094016_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1411.4873691111113
2026-01-31 05:30:52+00:00,2026-01-31 05:30:51.784000+00:00,2026-01-31 05:42:08.462000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260131T0530517843_d_img_d18.zip | ch2_tmc_ncf_20260131T0530517843_d_img_d18.zip | ch2_tmc_ncn_20260131T0530517843_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1421.5754246666668
2026-01-27 15:54:26+00:00,2026-01-27 15:54:26.462000+00:00,2026-01-27 16:10:42.333000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260127T1554264625_d_img_d18.zip | ch2_tmc_ncf_20260127T1554264658_d_img_d18.zip | ch2_tmc_ncn_20260127T1554264625_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1507.182646888889
2026-06-02 09:45:55+00:00,2026-06-02 09:45:54.757000+00:00,2026-06-02 10:00:49.730000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260602T0945547603_d_img_d18.zip | ch2_tmc_ncf_20260602T0945547571_d_img_d18.zip | ch2_tmc_ncn_20260602T0945547571_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1510.6754086666665
2026-01-27 11:55:36+00:00,2026-01-27 11:55:35.709000+00:00,2026-01-27 12:11:51.577000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260127T1155357099_d_img_d18.zip | ch2_tmc_ncf_20260127T1155357099_d_img_d18.zip | ch2_tmc_ncn_20260127T1155357132_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1511.1632024444446
2026-01-27 01:58:58+00:00,2026-01-27 01:58:57.508000+00:00,2026-01-27 02:05:21.180000+00:00,3,"AFT,FORE,NADIR","NCA,NCF,NCN",True,True,True,True,3,ch2_tmc_nca_20260127T0158575081_d_img_d18.zip | ch2_tmc_ncf_20260127T0158575113_d_img_d18.zip | ch2_tmc_ncn_20260127T0158575081_d_img_d18.zip,OHRC,2026-03-31 11:05:23.528800+00:00,1521.1070913333335
