filename,product_code,start_time,end_time,product_size_bytes,altitude_km,archive_page
ch2_tmc_ndn_20191125T0749024692_d_dtm_d18_5m.zip,NDN,2019-11-25 07:49:02.469000+00:00,2019-11-25 07:58:25.663000+00:00,1744661311,79.21,204
ch2_tmc_ndn_20191125T0749024692_d_oth_d18_5m.zip,NDN,2019-11-25 07:49:02.469000+00:00,2019-11-25 07:58:25.663000+00:00,1744985877,79.21,204
ch2_tmc_ndn_20191126T0327024959_d_dtm_d18_5m.zip,NDN,2019-11-26 03:27:02.495000+00:00,2019-11-26 03:36:26.838000+00:00,1552887855,82.07,204
ch2_tmc_ndn_20191126T0327024959_d_oth_d18_5m.zip,NDN,2019-11-26 03:27:02.495000+00:00,2019-11-26 03:36:26.838000+00:00,1553212501,82.07,204
ch2_tmc_ndn_20191126T0722394528_d_dtm_d18_5m.zip,NDN,2019-11-26 07:22:39.452000+00:00,2019-11-26 07:32:04.692000+00:00,1464807547,82.14,204
ch2_tmc_ndn_20191126T0722394528_d_oth_d18_5m.zip,NDN,2019-11-26 07:22:39.452000+00:00,2019-11-26 07:32:04.692000+00:00,1464807525,82.14,204
ch2_tmc_nca_20191126T0920267219_d_img_d18.zip,NCA,2019-11-26 09:20:26.721000+00:00,2019-11-26 09:29:52.972000+00:00,1397712000,82.11,217
ch2_tmc_ncf_20191126T0920267219_d_img_d18.zip,NCF,2019-11-26 09:20:26.721000+00:00,2019-11-26 09:29:52.939000+00:00,1397704000,82.11,231
ch2_tmc_nra_20191126T0920267219_d_img_d18.zip,NRA,2019-11-26 09:20:26.721000+00:00,2019-11-26 09:29:52.972000+00:00,1397712000,82.11,243
ch2_tmc_nrf_20191126T0920267219_d_img_d18.zip,NRF,2019-11-26 09:20:26.721000+00:00,2019-11-26 09:29:52.939000+00:00,1397704000,82.11,252
ch2_tmc_ncn_20191126T0920267251_d_img_d18.zip,NCN,2019-11-26 09:20:26.725000+00:00,2019-11-26 09:29:52.972000+00:00,1397704000,82.11,226
ch2_tmc_ndn_20191126T0920267251_d_dtm_d18.zip,NDN,2019-11-26 09:20:26.725000+00:00,2019-11-26 09:29:52.972000+00:00,356667715,82.11,209
ch2_tmc_ndn_20191126T0920267251_d_oth_d18.zip,NDN,2019-11-26 09:20:26.725000+00:00,2019-11-26 09:29:52.972000+00:00,1426016659,82.11,205
ch2_tmc_nrn_20191126T0920267251_d_img_d18.zip,NRN,2019-11-26 09:20:26.725000+00:00,2019-11-26 09:29:52.972000+00:00,1397704000,82.11,235
ch2_tmc_nca_20191127T0458109171_d_img_d18.zip,NCA,2019-11-27 04:58:10.917000+00:00,2019-11-27 05:07:37.311000+00:00,1400232000,81.99,224
ch2_tmc_ncf_20191127T0458109171_d_img_d18.zip,NCF,2019-11-27 04:58:10.917000+00:00,2019-11-27 05:07:37.314000+00:00,1400240000,81.99,230
ch2_tmc_nra_20191127T0458109171_d_img_d18.zip,NRA,2019-11-27 04:58:10.917000+00:00,2019-11-27 05:07:37.311000+00:00,1400232000,81.99,253
ch2_tmc_nrf_20191127T0458109171_d_img_d18.zip,NRF,2019-11-27 04:58:10.917000+00:00,2019-11-27 05:07:37.314000+00:00,1400240000,81.99,250
ch2_tmc_ncn_20191127T0458109204_d_img_d18.zip,NCN,2019-11-27 04:58:10.920000+00:00,2019-11-27 05:07:37.314000+00:00,1400232000,81.99,227
ch2_tmc_nrn_20191127T0458109204_d_img_d18.zip,NRN,2019-11-27 04:58:10.920000+00:00,2019-11-27 05:07:37.314000+00:00,1400232000,81.99,246
ch2_tmc_nca_20191127T0853448154_d_img_d18.zip,NCA,2019-11-27 08:53:44.815000+00:00,2019-11-27 09:03:11.867000+00:00,1399928000,82.4,222
ch2_tmc_ncn_20191127T0853448154_d_img_d18.zip,NCN,2019-11-27 08:53:44.815000+00:00,2019-11-27 09:03:11.867000+00:00,1399928000,82.4,214
ch2_tmc_ndn_20191127T0853448154_d_dtm_d18.zip,NDN,2019-11-27 08:53:44.815000+00:00,2019-11-27 09:03:11.867000+00:00,303371477,82.4,152
ch2_tmc_ndn_20191127T0853448154_d_oth_d18.zip,NDN,2019-11-27 08:53:44.815000+00:00,2019-11-27 09:03:11.867000+00:00,1214151765,82.4,152
ch2_tmc_nra_20191127T0853448154_d_img_d18.zip,NRA,2019-11-27 08:53:44.815000+00:00,2019-11-27 09:03:11.867000+00:00,1399928000,82.4,237
ch2_tmc_nrn_20191127T0853448154_d_img_d18.zip,NRN,2019-11-27 08:53:44.815000+00:00,2019-11-27 09:03:11.867000+00:00,1399928000,82.4,253
ch2_tmc_ncf_20191127T0853448186_d_img_d18.zip,NCF,2019-11-27 08:53:44.818000+00:00,2019-11-27 09:03:11.835000+00:00,1399912000,82.4,233
ch2_tmc_nrf_20191127T0853448186_d_img_d18.zip,NRF,2019-11-27 08:53:44.818000+00:00,2019-11-27 09:03:11.835000+00:00,1399912000,82.4,243
ch2_tmc_nca_20191127T1051311882_d_img_d18.zip,NCA,2019-11-27 10:51:31.188000+00:00,2019-11-27 11:00:56.430000+00:00,1397384000,82.74,214
ch2_tmc_ncf_20191127T1051311882_d_img_d18.zip,NCF,2019-11-27 10:51:31.188000+00:00,2019-11-27 11:00:56.433000+00:00,1397392000,82.74,228
ch2_tmc_nra_20191127T1051311882_d_img_d18.zip,NRA,2019-11-27 10:51:31.188000+00:00,2019-11-27 11:00:56.430000+00:00,1397384000,82.74,234
ch2_tmc_nrf_20191127T1051311882_d_img_d18.zip,NRF,2019-11-27 10:51:31.188000+00:00,2019-11-27 11:00:56.433000+00:00,1397392000,82.74,249
ch2_tmc_ncn_20191127T1051311914_d_img_d18.zip,NCN,2019-11-27 10:51:31.191000+00:00,2019-11-27 11:00:56.433000+00:00,1397384000,82.74,221
ch2_tmc_ndn_20191127T1051311914_d_dtm_d18.zip,NDN,2019-11-27 10:51:31.191000+00:00,2019-11-27 11:00:56.433000+00:00,284777979,82.74,206
ch2_tmc_ndn_20191127T1051311914_d_oth_d18.zip,NDN,2019-11-27 10:51:31.191000+00:00,2019-11-27 11:00:56.433000+00:00,1139109461,82.74,209
ch2_tmc_nrn_20191127T1051311914_d_img_d18.zip,NRN,2019-11-27 10:51:31.191000+00:00,2019-11-27 11:00:56.433000+00:00,1397384000,82.74,242
ch2_tmc_nca_20191128T0431218361_d_img_d18.zip,NCA,2019-11-28 04:31:21.836000+00:00,2019-11-28 04:40:50.282000+00:00,1405304000,86.86,218
ch2_tmc_ncf_20191128T0431218361_d_img_d18.zip,NCF,2019-11-28 04:31:21.836000+00:00,2019-11-28 04:40:50.279000+00:00,1405296000,86.86,231
ch2_tmc_nra_20191128T0431218361_d_img_d18.zip,NRA,2019-11-28 04:31:21.836000+00:00,2019-11-28 04:40:50.282000+00:00,1405304000,86.86,235
ch2_tmc_nrf_20191128T0431218361_d_img_d18.zip,NRF,2019-11-28 04:31:21.836000+00:00,2019-11-28 04:40:50.279000+00:00,1405296000,86.86,250
ch2_tmc_ncn_20191128T0431218394_d_img_d18.zip,NCN,2019-11-28 04:31:21.839000+00:00,2019-11-28 04:40:50.282000+00:00,1405296000,86.86,226
ch2_tmc_ndn_20191128T0431218394_d_dtm_d18.zip,NDN,2019-11-28 04:31:21.839000+00:00,2019-11-28 04:40:50.282000+00:00,307817783,86.86,209
ch2_tmc_ndn_20191128T0431218394_d_oth_d18.zip,NDN,2019-11-28 04:31:21.839000+00:00,2019-11-28 04:40:50.282000+00:00,1231919819,86.86,206
ch2_tmc_nrn_20191128T0431218394_d_img_d18.zip,NRN,2019-11-28 04:31:21.839000+00:00,2019-11-28 04:40:50.282000+00:00,1405296000,86.86,250
ch2_tmc_nca_20191128T0826518970_d_img_d18.zip,NCA,2019-11-28 08:26:51.897000+00:00,2019-11-28 08:36:20.343000+00:00,1405304000,87.37,226
ch2_tmc_ncn_20191128T0826518970_d_img_d18.zip,NCN,2019-11-28 08:26:51.897000+00:00,2019-11-28 08:36:20.340000+00:00,1405296000,87.37,226
ch2_tmc_ndn_20191128T0826518970_d_dtm_d18.zip,NDN,2019-11-28 08:26:51.897000+00:00,2019-11-28 08:36:20.340000+00:00,278028921,87.37,13
ch2_tmc_ndn_20191128T0826518970_d_oth_d18.zip,NDN,2019-11-28 08:26:51.897000+00:00,2019-11-28 08:36:20.340000+00:00,1112720141,87.37,13
ch2_tmc_nra_20191128T0826518970_d_img_d18.zip,NRA,2019-11-28 08:26:51.897000+00:00,2019-11-28 08:36:20.343000+00:00,1405304000,87.37,237
ch2_tmc_nrn_20191128T0826518970_d_img_d18.zip,NRN,2019-11-28 08:26:51.897000+00:00,2019-11-28 08:36:20.340000+00:00,1405296000,87.37,246
ch2_tmc_ncf_20191128T0826519003_d_img_d18.zip,NCF,2019-11-28 08:26:51.900000+00:00,2019-11-28 08:36:20.343000+00:00,1405296000,87.37,220
ch2_tmc_nrf_20191128T0826519003_d_img_d18.zip,NRF,2019-11-28 08:26:51.900000+00:00,2019-11-28 08:36:20.343000+00:00,1405296000,87.37,248
ch2_tmc_nca_20191128T1024372470_d_img_d18.zip,NCA,2019-11-28 10:24:37.247000+00:00,2019-11-28 10:34:05.686000+00:00,1405288000,87.6,232
ch2_tmc_ncn_20191128T1024372470_d_img_d18.zip,NCN,2019-11-28 10:24:37.247000+00:00,2019-11-28 10:34:05.690000+00:00,1405296000,87.6,227
ch2_tmc_ndn_20191128T1024372470_d_dtm_d18.zip,NDN,2019-11-28 10:24:37.247000+00:00,2019-11-28 10:34:05.690000+00:00,308395499,87.6,206
ch2_tmc_ndn_20191128T1024372470_d_oth_d18.zip,NDN,2019-11-28 10:24:37.247000+00:00,2019-11-28 10:34:05.690000+00:00,1233579541,87.6,208
ch2_tmc_nra_20191128T1024372470_d_img_d18.zip,NRA,2019-11-28 10:24:37.247000+00:00,2019-11-28 10:34:05.686000+00:00,1405288000,87.6,250
ch2_tmc_nrn_20191128T1024372470_d_img_d18.zip,NRN,2019-11-28 10:24:37.247000+00:00,2019-11-28 10:34:05.690000+00:00,1405296000,87.6,245
ch2_tmc_ncf_20191128T1024372503_d_img_d18.zip,NCF,2019-11-28 10:24:37.250000+00:00,2019-11-28 10:34:05.690000+00:00,1405288000,87.6,229
ch2_tmc_nrf_20191128T1024372503_d_img_d18.zip,NRF,2019-11-28 10:24:37.250000+00:00,2019-11-28 10:34:05.690000+00:00,1405288000,87.6,237
ch2_tmc_nca_20191128T1222225951_d_img_cnb.zip,NCA,2019-11-28 12:22:22.595000+00:00,2019-11-28 12:31:51.170000+00:00,1405624000,87.8,232
ch2_tmc_ncn_20191128T1222225951_d_img_cnb.zip,NCN,2019-11-28 12:22:22.595000+00:00,2019-11-28 12:31:51.170000+00:00,1405624000,87.8,218
ch2_tmc_ndn_20191128T1222225951_d_dtm_cnb.zip,NDN,2019-11-28 12:22:22.595000+00:00,2019-11-28 12:31:51.170000+00:00,309957803,87.8,206
ch2_tmc_ndn_20191128T1222225951_d_oth_cnb.zip,NDN,2019-11-28 12:22:22.595000+00:00,2019-11-28 12:31:51.170000+00:00,1239844053,87.8,206
ch2_tmc_nra_20191128T1222225951_d_img_cnb.zip,NRA,2019-11-28 12:22:22.595000+00:00,2019-11-28 12:31:51.170000+00:00,1405624000,87.8,244
ch2_tmc_nrn_20191128T1222225951_d_img_cnb.zip,NRN,2019-11-28 12:22:22.595000+00:00,2019-11-28 12:31:51.170000+00:00,1405624000,87.8,236
ch2_tmc_ncf_20191128T1222225984_d_img_cnb.zip,NCF,2019-11-28 12:22:22.598000+00:00,2019-11-28 12:31:51.167000+00:00,1405608000,87.8,228
ch2_tmc_nrf_20191128T1222225984_d_img_cnb.zip,NRF,2019-11-28 12:22:22.598000+00:00,2019-11-28 12:31:51.167000+00:00,1405608000,87.8,254
ch2_tmc_nca_20191129T0206488221_d_img_cnb.zip,NCA,2019-11-29 02:06:48.822000+00:00,2019-11-29 02:16:18.161000+00:00,1407512000,88.48,231
ch2_tmc_ncn_20191129T0206488221_d_img_cnb.zip,NCN,2019-11-29 02:06:48.822000+00:00,2019-11-29 02:16:18.158000+00:00,1407504000,88.48,218
ch2_tmc_ndn_20191129T0206488221_d_dtm_cnb.zip,NDN,2019-11-29 02:06:48.822000+00:00,2019-11-29 02:16:18.158000+00:00,307483095,88.48,208
ch2_tmc_ndn_20191129T0206488221_d_oth_cnb.zip,NDN,2019-11-29 02:06:48.822000+00:00,2019-11-29 02:16:18.158000+00:00,1230592789,88.48,206
ch2_tmc_nra_20191129T0206488221_d_img_cnb.zip,NRA,2019-11-29 02:06:48.822000+00:00,2019-11-29 02:16:18.161000+00:00,1407512000,88.48,244
ch2_tmc_nrn_20191129T0206488221_d_img_cnb.zip,NRN,2019-11-29 02:06:48.822000+00:00,2019-11-29 02:16:18.158000+00:00,1407504000,88.48,241
ch2_tmc_ncf_20191129T0206488254_d_img_cnb.zip,NCF,2019-11-29 02:06:48.825000+00:00,2019-11-29 02:16:18.161000+00:00,1407504000,88.48,218
ch2_tmc_nrf_20191129T0206488254_d_img_cnb.zip,NRF,2019-11-29 02:06:48.825000+00:00,2019-11-29 02:16:18.161000+00:00,1407504000,88.48,247
ch2_tmc_nca_20191129T0404363486_d_img_d18.zip,NCA,2019-11-29 04:04:36.348000+00:00,2019-11-29 04:14:04.665000+00:00,1404984000,88.51,226
ch2_tmc_ncn_20191129T0404363486_d_img_d18.zip,NCN,2019-11-29 04:04:36.348000+00:00,2019-11-29 04:14:04.662000+00:00,1404976000,88.51,219
ch2_tmc_nra_20191129T0404363486_d_img_d18.zip,NRA,2019-11-29 04:04:36.348000+00:00,2019-11-29 04:14:04.665000+00:00,1404984000,88.51,244
ch2_tmc_nrn_20191129T0404363486_d_img_d18.zip,NRN,2019-11-29 04:04:36.348000+00:00,2019-11-29 04:14:04.662000+00:00,1404976000,88.51,237
ch2_tmc_ncf_20191129T0404363519_d_img_d18.zip,NCF,2019-11-29 04:04:36.351000+00:00,2019-11-29 04:14:04.665000+00:00,1404976000,88.51,214
ch2_tmc_nrf_20191129T0404363519_d_img_d18.zip,NRF,2019-11-29 04:04:36.351000+00:00,2019-11-29 04:14:04.665000+00:00,1404976000,88.51,252
ch2_tmc_ncf_20191129T0602237470_d_img_d18.zip,NCF,2019-11-29 06:02:23.747000+00:00,2019-11-29 06:11:52.190000+00:00,1405296000,88.55,224
ch2_tmc_ncn_20191129T0602237470_d_img_d18.zip,NCN,2019-11-29 06:02:23.747000+00:00,2019-11-29 06:11:52.193000+00:00,1405304000,88.55,216
ch2_tmc_ndn_20191129T0602237470_d_dtm_d18.zip,NDN,2019-11-29 06:02:23.747000+00:00,2019-11-29 06:11:52.193000+00:00,309964955,88.55,211
ch2_tmc_ndn_20191129T0602237470_d_oth_d18.zip,NDN,2019-11-29 06:02:23.747000+00:00,2019-11-29 06:11:52.193000+00:00,1239857365,88.55,207
ch2_tmc_nrf_20191129T0602237470_d_img_d18.zip,NRF,2019-11-29 06:02:23.747000+00:00,2019-11-29 06:11:52.190000+00:00,1405296000,88.55,246
ch2_tmc_nrn_20191129T0602237470_d_img_d18.zip,NRN,2019-11-29 06:02:23.747000+00:00,2019-11-29 06:11:52.193000+00:00,1405304000,88.55,245
ch2_tmc_nca_20191129T0602237502_d_img_d18.zip,NCA,2019-11-29 06:02:23.750000+00:00,2019-11-29 06:11:52.193000+00:00,1405296000,88.55,215
ch2_tmc_nra_20191129T0602237502_d_img_d18.zip,NRA,2019-11-29 06:02:23.750000+00:00,2019-11-29 06:11:52.193000+00:00,1405296000,88.55,236
ch2_tmc_nca_20191129T0800374115_d_img_d18.zip,NCA,2019-11-29 08:00:37.411000+00:00,2019-11-29 08:09:39.542000+00:00,1340248000,88.61,216
ch2_tmc_ncf_20191129T0800374115_d_img_d18.zip,NCF,2019-11-29 08:00:37.411000+00:00,2019-11-29 08:09:39.539000+00:00,1340240000,88.61,232
ch2_tmc_ncn_20191129T0800374115_d_img_d18.zip,NCN,2019-11-29 08:00:37.411000+00:00,2019-11-29 08:09:39.542000+00:00,1340248000,88.61,232
ch2_tmc_ndn_20191129T0800374115_d_dtm_d18.zip,NDN,2019-11-29 08:00:37.411000+00:00,2019-11-29 08:09:39.542000+00:00,292488665,88.61,206
ch2_tmc_ndn_20191129T0800374115_d_oth_d18.zip,NDN,2019-11-29 08:00:37.411000+00:00,2019-11-29 08:09:39.542000+00:00,1170567661,88.61,207
ch2_tmc_nra_20191129T0800374115_d_img_d18.zip,NRA,2019-11-29 08:00:37.411000+00:00,2019-11-29 08:09:39.542000+00:00,1340248000,88.61,251
ch2_tmc_nrf_20191129T0800374115_d_img_d18.zip,NRF,2019-11-29 08:00:37.411000+00:00,2019-11-29 08:09:39.539000+00:00,1340240000,88.61,253
ch2_tmc_nrn_20191129T0800374115_d_img_d18.zip,NRN,2019-11-29 08:00:37.411000+00:00,2019-11-29 08:09:39.542000+00:00,1340248000,88.61,251
ch2_tmc_ncf_20191129T0957596494_d_img_d18.zip,NCF,2019-11-29 09:57:59.649000+00:00,2019-11-29 10:07:25.914000+00:00,1399912000,88.66,222
ch2_tmc_ncn_20191129T0957596494_d_img_d18.zip,NCN,2019-11-29 09:57:59.649000+00:00,2019-11-29 10:07:25.917000+00:00,1399920000,88.66,213
ch2_tmc_ndn_20191129T0957596494_d_dtm_d18.zip,NDN,2019-11-29 09:57:59.649000+00:00,2019-11-29 10:07:25.917000+00:00,422284213,88.66,152
ch2_tmc_ndn_20191129T0957596494_d_oth_d18.zip,NDN,2019-11-29 09:57:59.649000+00:00,2019-11-29 10:07:25.917000+00:00,1687843989,88.66,152
ch2_tmc_nrf_20191129T0957596494_d_img_d18.zip,NRF,2019-11-29 09:57:59.649000+00:00,2019-11-29 10:07:25.914000+00:00,1399912000,88.66,250
ch2_tmc_nrn_20191129T0957596494_d_img_d18.zip,NRN,2019-11-29 09:57:59.649000+00:00,2019-11-29 10:07:25.917000+00:00,1399920000,88.66,238
ch2_tmc_nca_20191129T0957596527_d_img_d18.zip,NCA,2019-11-29 09:57:59.652000+00:00,2019-11-29 10:07:25.917000+00:00,1399912000,88.66,231
ch2_tmc_nra_20191129T0957596527_d_img_d18.zip,NRA,2019-11-29 09:57:59.652000+00:00,2019-11-29 10:07:25.917000+00:00,1399912000,88.66,246
ch2_tmc_nca_20191129T1155451269_d_img_d18.zip,NCA,2019-11-29 11:55:45.126000+00:00,2019-11-29 12:05:13.573000+00:00,1405304000,88.72,216
ch2_tmc_ncn_20191129T1155451269_d_img_d18.zip,NCN,2019-11-29 11:55:45.126000+00:00,2019-11-29 12:05:13.569000+00:00,1405296000,88.72,220
ch2_tmc_ndn_20191129T1155451269_d_dtm_d18.zip,NDN,2019-11-29 11:55:45.126000+00:00,2019-11-29 12:05:13.569000+00:00,312893365,88.72,209
ch2_tmc_ndn_20191129T1155451269_d_oth_d18.zip,NDN,2019-11-29 11:55:45.126000+00:00,2019-11-29 12:05:13.569000+00:00,1252216469,88.72,212
ch2_tmc_nra_20191129T1155451269_d_img_d18.zip,NRA,2019-11-29 11:55:45.126000+00:00,2019-11-29 12:05:13.573000+00:00,1405304000,88.72,243
ch2_tmc_nrn_20191129T1155451269_d_img_d18.zip,NRN,2019-11-29 11:55:45.126000+00:00,2019-11-29 12:05:13.569000+00:00,1405296000,88.72,245
ch2_tmc_ncf_20191129T1155451301_d_img_d18.zip,NCF,2019-11-29 11:55:45.130000+00:00,2019-11-29 12:05:13.569000+00:00,1405288000,88.72,216
ch2_tmc_nrf_20191129T1155451301_d_img_d18.zip,NRF,2019-11-29 11:55:45.130000+00:00,2019-11-29 12:05:13.569000+00:00,1405288000,88.72,239
ch2_tmc_nca_20191130T0140047387_d_img_d18.zip,NCA,2019-11-30 01:40:04.738000+00:00,2019-11-30 01:49:41.372000+00:00,1425544000,89.18,215
ch2_tmc_ncn_20191130T0140047387_d_img_d18.zip,NCN,2019-11-30 01:40:04.738000+00:00,2019-11-30 01:49:41.375000+00:00,1425552000,89.18,221
ch2_tmc_ndn_20191130T0140047387_d_dtm_d18.zip,NDN,2019-11-30 01:40:04.738000+00:00,2019-11-30 01:49:41.375000+00:00,318323497,89.18,208
ch2_tmc_ndn_20191130T0140047387_d_oth_d18.zip,NDN,2019-11-30 01:40:04.738000+00:00,2019-11-30 01:49:41.375000+00:00,1273307093,89.18,213
ch2_tmc_nra_20191130T0140047387_d_img_d18.zip,NRA,2019-11-30 01:40:04.738000+00:00,2019-11-30 01:49:41.372000+00:00,1425544000,89.18,249
ch2_tmc_nrn_20191130T0140047387_d_img_d18.zip,NRN,2019-11-30 01:40:04.738000+00:00,2019-11-30 01:49:41.375000+00:00,1425552000,89.18,249
ch2_tmc_ncf_20191130T0140047420_d_img_d18.zip,NCF,2019-11-30 01:40:04.742000+00:00,2019-11-30 01:49:41.375000+00:00,1425544000,89.18,223
ch2_tmc_nrf_20191130T0140047420_d_img_d18.zip,NRF,2019-11-30 01:40:04.742000+00:00,2019-11-30 01:49:41.375000+00:00,1425544000,89.18,244
ch2_tmc_ncf_20191130T0733339261_d_img_d18.zip,NCF,2019-11-30 07:33:33.926000+00:00,2019-11-30 07:43:02.372000+00:00,1405304000,89.83,228
ch2_tmc_ncn_20191130T0733339261_d_img_d18.zip,NCN,2019-11-30 07:33:33.926000+00:00,2019-11-30 07:43:02.369000+00:00,1405296000,89.83,226
ch2_tmc_ndn_20191130T0733339261_d_dtm_d18.zip,NDN,2019-11-30 07:33:33.926000+00:00,2019-11-30 07:43:02.369000+00:00,310761685,89.83,206
ch2_tmc_ndn_20191130T0733339261_d_oth_d18.zip,NDN,2019-11-30 07:33:33.926000+00:00,2019-11-30 07:43:02.369000+00:00,1243044301,89.83,210
ch2_tmc_nrf_20191130T0733339261_d_img_d18.zip,NRF,2019-11-30 07:33:33.926000+00:00,2019-11-30 07:43:02.372000+00:00,1405304000,89.83,246
ch2_tmc_nrn_20191130T0733339261_d_img_d18.zip,NRN,2019-11-30 07:33:33.926000+00:00,2019-11-30 07:43:02.369000+00:00,1405296000,89.83,250
ch2_tmc_nca_20191130T0733339294_d_img_d18.zip,NCA,2019-11-30 07:33:33.929000+00:00,2019-11-30 07:43:02.372000+00:00,1405296000,89.83,219
ch2_tmc_nra_20191130T0733339294_d_img_d18.zip,NRA,2019-11-30 07:33:33.929000+00:00,2019-11-30 07:43:02.372000+00:00,1405296000,89.83,245
ch2_tmc_nca_20191130T1326533236_d_img_d18.zip,NCA,2019-11-30 13:26:53.323000+00:00,2019-11-30 13:36:22.497000+00:00,1407824000,90.88,227
ch2_tmc_ncn_20191130T1326533236_d_img_d18.zip,NCN,2019-11-30 13:26:53.323000+00:00,2019-11-30 13:36:22.501000+00:00,1407832000,90.88,225
ch2_tmc_ndn_20191130T1326533236_d_dtm_d18.zip,NDN,2019-11-30 13:26:53.323000+00:00,2019-11-30 13:36:22.501000+00:00,321022845,90.88,211
ch2_tmc_ndn_20191130T1326533236_d_oth_d18.zip,NDN,2019-11-30 13:26:53.323000+00:00,2019-11-30 13:36:22.501000+00:00,1284104875,90.88,204
ch2_tmc_nra_20191130T1326533236_d_img_d18.zip,NRA,2019-11-30 13:26:53.323000+00:00,2019-11-30 13:36:22.497000+00:00,1407824000,90.88,246
ch2_tmc_nrn_20191130T1326533236_d_img_d18.zip,NRN,2019-11-30 13:26:53.323000+00:00,2019-11-30 13:36:22.501000+00:00,1407832000,90.88,253
ch2_tmc_ncf_20191130T1326533561_d_img_d18.zip,NCF,2019-11-30 13:26:53.356000+00:00,2019-11-30 13:36:22.501000+00:00,1407824000,90.88,223
ch2_tmc_nrf_20191130T1326533561_d_img_d18.zip,NRF,2019-11-30 13:26:53.356000+00:00,2019-11-30 13:36:22.501000+00:00,1407824000,90.88,241
ch2_tmc_nca_20191130T1524395341_d_img_g26.zip,NCA,2019-11-30 15:24:39.534000+00:00,2019-11-30 15:28:27.912000+00:00,562568000,85.93,254
ch2_tmc_ncf_20191130T1524395341_d_img_g26.zip,NCF,2019-11-30 15:24:39.534000+00:00,2019-11-30 15:28:27.912000+00:00,562568000,85.93,254
ch2_tmc_nra_20191130T1524395341_d_img_g26.zip,NRA,2019-11-30 15:24:39.534000+00:00,2019-11-30 15:28:27.912000+00:00,547896000,85.93,254
ch2_tmc_nrf_20191130T1524395341_d_img_g26.zip,NRF,2019-11-30 15:24:39.534000+00:00,2019-11-30 15:28:27.912000+00:00,547888000,85.93,254
ch2_tmc_ncn_20191130T1524395374_d_img_g26.zip,NCN,2019-11-30 15:24:39.537000+00:00,2019-11-30 15:28:27.912000+00:00,562560000,85.93,254
ch2_tmc_ndn_20191130T1524395374_d_dtm_g26.zip,NDN,2019-11-30 15:24:39.537000+00:00,2019-11-30 15:34:07.847000+00:00,294066601,91.22,13
ch2_tmc_ndn_20191130T1524395374_d_oth_g26.zip,NDN,2019-11-30 15:24:39.537000+00:00,2019-11-30 15:34:07.847000+00:00,1176280171,91.22,13
ch2_tmc_nrn_20191130T1524395374_d_img_g26.zip,NRN,2019-11-30 15:24:39.537000+00:00,2019-11-30 15:28:27.912000+00:00,547880000,85.93,254
ch2_tmc_nca_20191201T0113193274_d_img_g26.zip,NCA,2019-12-01 01:13:19.327000+00:00,2019-12-01 01:23:00.607000+00:00,1435680000,93.72,222
ch2_tmc_ncf_20191201T0113193274_d_img_g26.zip,NCF,2019-12-01 01:13:19.327000+00:00,2019-12-01 01:23:00.607000+00:00,1435680000,93.72,231
ch2_tmc_nra_20191201T0113193274_d_img_g26.zip,NRA,2019-12-01 01:13:19.327000+00:00,2019-12-01 01:23:00.607000+00:00,1435680000,93.72,243
ch2_tmc_nrf_20191201T0113193274_d_img_g26.zip,NRF,2019-12-01 01:13:19.327000+00:00,2019-12-01 01:23:00.607000+00:00,1435680000,93.72,239
ch2_tmc_ncn_20191201T0113193307_d_img_g26.zip,NCN,2019-12-01 01:13:19.330000+00:00,2019-12-01 01:23:00.576000+00:00,1435664000,93.72,232
ch2_tmc_ndn_20191201T0113193307_d_dtm_g26.zip,NDN,2019-12-01 01:13:19.330000+00:00,2019-12-01 01:23:00.576000+00:00,340503577,93.72,206
ch2_tmc_ndn_20191201T0113193307_d_oth_g26.zip,NDN,2019-12-01 01:13:19.330000+00:00,2019-12-01 01:23:00.576000+00:00,1360720139,93.72,206
ch2_tmc_nrn_20191201T0113193307_d_img_g26.zip,NRN,2019-12-01 01:13:19.330000+00:00,2019-12-01 01:23:00.576000+00:00,1435664000,93.72,240
ch2_tmc_nca_20191201T0311138950_d_img_d18.zip,NCA,2019-12-01 03:11:13.895000+00:00,2019-12-01 03:20:45.412000+00:00,1412896000,94.11,218
ch2_tmc_ncf_20191201T0311138950_d_img_d18.zip,NCF,2019-12-01 03:11:13.895000+00:00,2019-12-01 03:20:45.409000+00:00,1412888000,94.11,227
ch2_tmc_nra_20191201T0311138950_d_img_d18.zip,NRA,2019-12-01 03:11:13.895000+00:00,2019-12-01 03:20:45.412000+00:00,1412896000,94.11,240
ch2_tmc_nrf_20191201T0311138950_d_img_d18.zip,NRF,2019-12-01 03:11:13.895000+00:00,2019-12-01 03:20:45.409000+00:00,1412888000,94.11,250
ch2_tmc_ncn_20191201T0311138983_d_img_d18.zip,NCN,2019-12-01 03:11:13.898000+00:00,2019-12-01 03:20:45.412000+00:00,1412888000,94.11,217
ch2_tmc_ndn_20191201T0311138983_d_dtm_d18.zip,NDN,2019-12-01 03:11:13.898000+00:00,2019-12-01 03:20:45.412000+00:00,336047185,94.11,206
ch2_tmc_ndn_20191201T0311138983_d_oth_d18.zip,NDN,2019-12-01 03:11:13.898000+00:00,2019-12-01 03:20:45.412000+00:00,1343544685,94.11,206
ch2_tmc_nrn_20191201T0311138983_d_img_d18.zip,NRN,2019-12-01 03:11:13.898000+00:00,2019-12-01 03:20:45.412000+00:00,1412888000,94.11,237
