epoch,train_total,train_mse,train_cosine,train_retrieval,val_total,val_mse,val_cosine,val_retrieval,learning_rate
42,0.230986122744424,0.028152565477149828,0.019005257061549596,1.9333092512403216,0.34322678844134014,0.06495635057489077,0.04638262112935384,2.550791228612264,0.0001
43,0.23079233305794852,0.027757831843835967,0.018763367789132256,1.9365281288964409,0.34291765371958416,0.06473553359508515,0.046141278743743894,2.5511147212982177,0.0001
44,0.22910842078072685,0.027369662895798685,0.018426338604518346,1.9252558735438756,0.34255969206492104,0.06488752121726672,0.046329191525777184,2.5450757058461506,0.0001
45,0.22862715908459255,0.027159034865243094,0.018358325277056012,1.9228895854949952,0.3418945503234863,0.06399887795249622,0.04560980399449666,2.5509076817830403,0.0001
46,0.22749611692769187,0.02675912174795355,0.018088830539158413,1.9169257824761528,0.34099498748779294,0.0636278793712457,0.04533018589019775,2.5470200951894126,0.0001
47,0.2267555296421051,0.02678905663745744,0.018110035487583706,1.9091145004544938,0.34104440053304036,0.06371753220756848,0.04542771895726522,2.5461299991607667,0.0001
48,0.22643509064401898,0.026318160923463958,0.017811178479875837,1.912113369532994,0.3406516468524933,0.063590636352698,0.04543896595637004,2.543415209452311,0.0001
49,0.22599624701908658,0.025998633301683834,0.017547242982046945,1.9122398791994368,0.33982113043467205,0.06291924054423968,0.04481391668319702,2.544949378967285,0.0001
50,0.22475766514028822,0.025697455491338457,0.017400995663234164,1.9035970905848911,0.3395298341910044,0.06287767738103867,0.04485989491144816,2.542222051620483,0.0001
51,0.22422494956425257,0.02552572327000754,0.017270920957837787,1.9006376252855572,0.3386358491579692,0.062320398290952046,0.044378790060679116,2.5412605158487955,0.0001
52,0.22418564345155442,0.02529222929051944,0.017061618055616106,1.9036260400499616,0.338044753074646,0.06162424579262733,0.04387880643208822,2.5448110548655194,0.0001
53,0.2240722438267299,0.025191563846809522,0.017022273881094795,1.9036954212188721,0.3377068829536438,0.06148390521605809,0.043837497234344484,2.543042322794596,0.0001
54,0.2229557774748121,0.02493393786251545,0.01688884837286813,1.89577410697937,0.3376250024636587,0.061998584965864814,0.044202966690063475,2.5352494017283123,0.0001
55,0.2221639025211334,0.024662228716271266,0.01668638297489711,1.8915848159790039,0.33735519806543984,0.061747313141822815,0.04405072291692098,2.5358251571655273,0.0001
56,0.2223297505719321,0.024569175296596118,0.016608358110700334,1.894563914707729,0.3370217573642731,0.0616021499534448,0.043948139349619546,2.5344551595052085,0.0001
57,0.22156641389642442,0.024160297172410146,0.01635819367000035,1.8922701733452933,0.33619094451268516,0.060742554614941276,0.04321932633717855,2.5383871237436932,0.0001
58,0.221162263580731,0.024046382201569422,0.016281635761260987,1.8897506025859288,0.3357676235834757,0.06036856864889463,0.04296458880106608,2.539167512257894,0.0001
59,0.22086023330688476,0.023995208090969493,0.016192312921796525,1.8876886681147984,0.3353201909859975,0.06012424702445666,0.042738838990529375,2.538265186945597,0.0001
60,0.2209204512834549,0.023838540432708603,0.0160967493057251,1.8903353439058577,0.3351410714785258,0.059886463731527326,0.04268309513727824,2.539130563735962,0.0001
61,0.22042715643133437,0.023439875947577613,0.015869129725864954,1.8905271414348057,0.33440553029378256,0.059255105902751286,0.04212080955505371,2.540900068283081,0.0001
62,0.2191778222152165,0.02324254584099565,0.015721936566489084,1.8807430260522024,0.3346707896391551,0.06001403321822484,0.04276266892751058,2.5327541224161783,0.0001
63,0.21893686728818076,0.023327432019369942,0.015779919283730643,1.8771947138650076,0.3339180624485016,0.05932000011205673,0.04230324824651082,2.534464406967163,0.0001
64,0.21997962134225027,0.023064464149730547,0.015589563505990165,1.8912037284033638,0.333616962035497,0.05899406174818675,0.041972603003184,2.536365925470988,0.0001
65,0.21801846827779497,0.023066182647432598,0.01561873095376151,1.8714291838237218,0.3335944652557373,0.05928823654850324,0.04222220182418823,2.531951208114624,0.0001
66,0.21811453819274904,0.022781773656606674,0.015393191405705043,1.8763616493770054,0.3329078507423401,0.058469997495412825,0.04163192590077718,2.5362187671661376,0.0001
67,0.2181336611509323,0.022811056854469436,0.015412461757659913,1.8761637135914393,0.3322918510437012,0.05820531581838926,0.041380924383799235,2.5339606475830077,0.0001
68,0.21743126017706735,0.022580777438623564,0.015275355066571917,1.8721280397687639,0.3320724666118622,0.05782758101820946,0.04108924865722656,2.5370025698343914,0.0001
69,0.21724609409059797,0.022394582895295962,0.015124517168317522,1.8728925064631872,0.33173801223436994,0.05794803937276204,0.04130663315455119,2.531366570790609,0.0001
70,0.21685758675847736,0.022167969707931792,0.01503516639981951,1.871720302445548,0.3313693964481354,0.057847048540910086,0.04112312237421672,2.5296079762776693,0.0001
71,0.2170616843870708,0.02217719332448074,0.01501514230455671,1.8737691715785436,0.3310394283135732,0.05740650410453479,0.04084572712580363,2.5321004803975424,0.0001
72,0.2171740037202835,0.02192521287926606,0.014780814647674561,1.878583800452096,0.33080792625745137,0.05721630185842514,0.040682942867279054,2.532501433690389,0.0001
73,0.21627663808209555,0.022008067358817374,0.014869047573634556,1.8683404527391707,0.3303791360060374,0.05686170876026154,0.04037190834681193,2.5333146794637043,0.0001
74,0.2159929094995771,0.021921642443963458,0.01483534370149885,1.8665359156472343,0.33021727124849953,0.05689689879616101,0.04046039342880249,2.530901657740275,0.0001
75,0.21548814424446652,0.021820931157895497,0.014764947550637382,1.862847341128758,0.3294193176428477,0.05574961245059967,0.039548025131225586,2.5389569282531737,0.0001
76,0.2158190118415015,0.021583001794559614,0.014570024354117257,1.869509949684143,0.32957030137379967,0.056255013992389045,0.04000986337661743,2.5331034151713054,0.0001
77,0.21580951809883117,0.02151263825595379,0.01453021969114031,1.8703176723207746,0.32945206165313723,0.056477867712577186,0.04019874413808187,2.528748203913371,0.0001
78,0.2154729348421097,0.021460268742271832,0.014532200608934676,1.867465649332319,0.32911197264989217,0.05616418023904165,0.03987248500188192,2.5301154708862303,0.0001
79,0.21444883840424675,0.021268349885940552,0.01439415420804705,1.8598340913227627,0.3289272427558899,0.05626688798268636,0.03999868631362915,2.526610015233358,0.0001
80,0.21492388444287436,0.021421644442847797,0.014473343236105782,1.8626556771142142,0.32834564208984374,0.055626928110917406,0.03954087416330973,2.529482790629069,0.0001
81,0.21447163462638855,0.02106048757476466,0.014204089641571044,1.8630910110473633,0.3282400369644165,0.055403359880050025,0.03935082912445068,2.5316126251220705,0.0001
82,0.21479812749794552,0.021224197170564108,0.014329749175480433,1.8640905325753347,0.32842480500539145,0.05524648090203603,0.03918018261591594,2.5358823045094807,0.0001
83,0.21459583044052125,0.020957063191703387,0.01419736623764038,1.8654008054733275,0.3275648816426595,0.05492061908046404,0.03893700917561849,2.531757443745931,0.0001
84,0.213889228616442,0.020786316288369043,0.014018548216138568,1.8609363630839757,0.3275048240025838,0.054924597988526024,0.038989718755086264,2.5308535289764404,0.0001
85,0.21416743074144637,0.020669087607945714,0.01394404377256121,1.865263190950666,0.32737401803334554,0.05492725670337677,0.039066113630930585,2.5291370232899983,0.0001
86,0.21359756818839482,0.02078039123543671,0.014052504811968122,1.8579092393602643,0.32707587202390037,0.05455629840493202,0.0387386425336202,2.531502440770467,0.0001
87,0.21392401601587024,0.0207544581592083,0.014029209613800048,1.8615494966506958,0.32669262965520224,0.05454458738366763,0.038799805641174315,2.527481269836426,0.0001
88,0.2137673317534583,0.020560774451919964,0.01390141419001988,1.8625584629603795,0.32652849396069844,0.05434602399667104,0.03860790252685547,2.528785069783529,0.0001
89,0.21336333751678466,0.020537262420569146,0.013901259899139404,1.8587544066565378,0.32642263650894165,0.054253487686316174,0.038556859493255616,2.52890718460083,0.0001
90,0.213279818040984,0.020631520407540457,0.013966033799307687,1.8566527775355748,0.3260321346918742,0.053729260563850405,0.03802045504252116,2.5329263242085776,0.0001
91,0.21376145005226135,0.020228983951466425,0.013645276342119489,1.8670982640130178,0.32586414098739624,0.05371991137663523,0.03803163210550944,2.5312841669718424,0.0001
92,0.21281385030065264,0.0202234047544854,0.013664798055376326,1.857580451284136,0.32568085233370464,0.05404358302553495,0.03830099582672119,2.524867630004883,0.0001
93,0.21314078833375658,0.020449735245534353,0.01377253770828247,1.8580478239059448,0.3254535977045695,0.05394486849506696,0.038274241288503014,2.523716065088908,0.0001
94,0.21187551047120776,0.020282026114208356,0.013714452471051897,1.847362538746425,0.32485369046529133,0.05297472308079402,0.037553308010101316,2.531023136774699,0.0001
95,0.2122057695048196,0.020258509676371304,0.01370072569165911,1.8509689269747054,0.32459163387616474,0.052932910819848376,0.03749141852060954,2.5291301091512044,0.0001
96,0.2121141403913498,0.020200569736106056,0.01366514001573835,1.8508099692208426,0.324404087861379,0.05254689857363701,0.0372052796681722,2.5325453090667724,0.0001
97,0.2122150594847543,0.020063836148806982,0.013545910290309361,1.8537826374598911,0.32443600773811343,0.052756748348474505,0.03741032600402832,2.5297410456339517,0.0001
98,0.21222713555608477,0.019928937266979897,0.013441175052097866,1.8557761022022792,0.32444151242574054,0.05282135879000028,0.03748026927312215,2.528800236384074,0.0001
99,0.2114592925139836,0.019999554998108317,0.013540097985948836,1.8468968677520752,0.3239253290494283,0.0521487790842851,0.036814673741658525,2.5336920992533365,0.0001
100,0.2118421960728509,0.01992144406906196,0.013443567412240164,1.8519896684374129,0.32405307769775393,0.05249582464496295,0.03722672382990519,2.529438896179199,0.0001
