epoch,train_loss,val_loss,train_iirs_tmc2,train_ohrc_tmc2,train_iirs_ohrc,val_iirs_tmc2,val_ohrc_tmc2,val_iirs_ohrc
51,6.155525207519531,4.832542419433594,6.097982406616211,6.160327911376953,6.208264350891113,4.843057632446289,4.842207431793213,4.8123626708984375
52,6.116321086883545,4.8116278648376465,6.065903186798096,6.118154525756836,6.164906024932861,4.82281494140625,4.822369575500488,4.789698600769043
53,6.073416233062744,4.7913970947265625,6.022115230560303,6.077889919281006,6.120243549346924,4.8030500411987305,4.803164005279541,4.767976760864258
54,6.042994022369385,4.771880149841309,5.992580413818359,6.050502777099609,6.085899829864502,4.783881187438965,4.784608840942383,4.747150421142578
55,6.006272792816162,4.753025531768799,5.94741153717041,6.014683723449707,6.0567216873168945,4.765322208404541,4.766663074493408,4.727092266082764
56,5.974379062652588,4.734895706176758,5.920680046081543,5.980215072631836,6.022242546081543,4.747535228729248,4.749361991882324,4.707789897918701
57,5.9362335205078125,4.717406749725342,5.881272315979004,5.945273399353027,5.98215389251709,4.7303361892700195,4.732699394226074,4.689184665679932
58,5.90840482711792,4.700616836547852,5.855255126953125,5.916962623596191,5.952996253967285,4.713837623596191,4.716790199279785,4.671223163604736
59,5.871032238006592,4.68452262878418,5.82285213470459,5.875842094421387,5.914402008056641,4.698090076446533,4.701657295227051,4.653820037841797
60,5.844572067260742,4.669094085693359,5.789575576782227,5.849871635437012,5.894268989562988,4.683054447174072,4.687242031097412,4.636986255645752
61,5.809625148773193,4.654208660125732,5.7591447830200195,5.810105323791504,5.859623908996582,4.668517112731934,4.673393249511719,4.620715141296387
62,5.786546230316162,4.63972806930542,5.7432050704956055,5.788937568664551,5.827495574951172,4.654283046722412,4.659942626953125,4.604958534240723
63,5.7544426918029785,4.6255364418029785,5.703882217407227,5.7537055015563965,5.805739402770996,4.640313148498535,4.646589756011963,4.589705467224121
64,5.724829196929932,4.6115403175354,5.676331996917725,5.729722499847412,5.7684326171875,4.626519680023193,4.633307456970215,4.574794292449951
65,5.697587490081787,4.597786903381348,5.652210235595703,5.701364517211914,5.739188194274902,4.612912178039551,4.620189666748047,4.560258865356445
66,5.672471523284912,4.584347248077393,5.62608528137207,5.671499252319336,5.719830513000488,4.599645614624023,4.60733699798584,4.546059608459473
67,5.647815704345703,4.571249485015869,5.59950065612793,5.64885139465332,5.695094108581543,4.586767673492432,4.594768524169922,4.53221321105957
68,5.6191887855529785,4.558537483215332,5.5727667808532715,5.619391441345215,5.665409088134766,4.574382781982422,4.582633972167969,4.5185956954956055
69,5.594179630279541,4.54620361328125,5.545207977294922,5.591343879699707,5.645988464355469,4.562389850616455,4.570914268493652,4.505306720733643
70,5.566334247589111,4.534245014190674,5.515884876251221,5.561786651611328,5.621331691741943,4.550716400146484,4.559670448303223,4.492347717285156
71,5.5476226806640625,4.522705554962158,5.502952575683594,5.543756484985352,5.596159934997559,4.539422512054443,4.548954963684082,4.479739189147949
72,5.519415378570557,4.511466979980469,5.473934173583984,5.519309043884277,5.565004348754883,4.528349876403809,4.538521766662598,4.467529296875
73,5.496809005737305,4.500547409057617,5.457154750823975,5.491744041442871,5.541529178619385,4.51758337020874,4.528376579284668,4.455682754516602
74,5.470339298248291,4.489845275878906,5.427118301391602,5.471296787261963,5.512603759765625,4.50700569152832,4.518353462219238,4.44417667388916
75,5.444979190826416,4.479339599609375,5.3990478515625,5.4424896240234375,5.493401527404785,4.496722221374512,4.508413314819336,4.432882785797119
76,5.430028915405273,4.468925952911377,5.392836570739746,5.42580509185791,5.471444606781006,4.486635208129883,4.498417854309082,4.421725273132324
77,5.408033847808838,4.458627223968506,5.3679962158203125,5.404672622680664,5.451432228088379,4.476715087890625,4.48842716217041,4.410738945007324
78,5.379184246063232,4.448609828948975,5.340019226074219,5.3754425048828125,5.422090530395508,4.467171669006348,4.478759288787842,4.399898529052734
79,5.36187219619751,4.4388251304626465,5.324238300323486,5.359349250793457,5.402029991149902,4.457874774932861,4.4692840576171875,4.389317512512207
80,5.344442844390869,4.4293646812438965,5.304869174957275,5.336708068847656,5.391753196716309,4.448911666870117,4.460212707519531,4.378970146179199
81,5.321323394775391,4.42020845413208,5.281513214111328,5.318105220794678,5.36435079574585,4.440272331237793,4.4514970779418945,4.368856430053711
82,5.29915189743042,4.411341667175293,5.261443614959717,5.296547889709473,5.33946418762207,4.431848049163818,4.443161964416504,4.359015464782715
83,5.279277801513672,4.402764797210693,5.2386627197265625,5.27913761138916,5.320033550262451,4.423651695251465,4.435176849365234,4.349465370178223
84,5.262582302093506,4.394266128540039,5.227441787719727,5.25706672668457,5.3032379150390625,4.415509223937988,4.427157402038574,4.3401312828063965
85,5.245540142059326,4.3859076499938965,5.2112836837768555,5.238813400268555,5.286523818969727,4.4075469970703125,4.419196128845215,4.33098030090332
86,5.225114822387695,4.377689361572266,5.190992832183838,5.221103668212891,5.263247966766357,4.39977502822876,4.411293029785156,4.322000503540039
87,5.205010890960693,4.3695969581604,5.1702680587768555,5.198432922363281,5.246331214904785,4.392141342163086,4.403456211090088,4.3131937980651855
88,5.190464019775391,4.361704349517822,5.159684658050537,5.184683799743652,5.227023601531982,4.384790420532227,4.395730018615723,4.304592609405518
89,5.170565128326416,4.354021072387695,5.134875297546387,5.168401718139648,5.208418369293213,4.377668380737305,4.388204097747803,4.296189785003662
90,5.153836250305176,4.346724033355713,5.121828079223633,5.153730392456055,5.18595027923584,4.370919704437256,4.3812055587768555,4.288046836853027
91,5.139970302581787,4.3397698402404785,5.109278678894043,5.136782646179199,5.173848628997803,4.364505290985107,4.374664783477783,4.280139446258545
92,5.117234706878662,4.332992076873779,5.091294288635254,5.112852096557617,5.147557258605957,4.358237266540527,4.368366718292236,4.272371768951416
93,5.105300426483154,4.3263936042785645,5.0804643630981445,5.099334716796875,5.136102676391602,4.352095603942871,4.362307071685791,4.264777183532715
94,5.090670108795166,4.319882869720459,5.068874835968018,5.083827495574951,5.1193084716796875,4.346031188964844,4.356329917907715,4.25728702545166
95,5.074620246887207,4.31339693069458,5.043661117553711,5.068957805633545,5.111241340637207,4.340052604675293,4.350238800048828,4.249899864196777
96,5.058088779449463,4.307025909423828,5.028630256652832,5.05406379699707,5.0915727615356445,4.334226608276367,4.344239234924316,4.242611885070801
97,5.039242267608643,4.300750255584717,5.0122222900390625,5.035953044891357,5.069551467895508,4.328486919403076,4.3382978439331055,4.235466003417969
98,5.025320529937744,4.294569492340088,5.001698970794678,5.023524284362793,5.05073881149292,4.322845458984375,4.332448959350586,4.228414535522461
99,5.0137834548950195,4.2884840965271,4.993107795715332,5.009957313537598,5.038285255432129,4.317326068878174,4.326651573181152,4.2214741706848145
100,5.000091075897217,4.2825398445129395,4.980937957763672,4.996451377868652,5.022883415222168,4.311932563781738,4.321026802062988,4.214661121368408
