epoch,train_loss,val_loss,val_mse,val_cos,val_retrieval,lr
20,0.188106545670466,0.30365159213542936,0.0671238824725151,0.046414077281951904,2.1332066893577575,0.0001
21,0.18511836908080362,0.30196331441402435,0.06565048061311245,0.04531275033950806,2.136564552783966,0.0001
22,0.18299894712188028,0.3007353961467743,0.06498879715800285,0.044856864213943484,2.133181631565094,0.0001
23,0.18112491579218346,0.30044187903404235,0.0650428555905819,0.04490199089050293,2.129480242729187,0.0001
24,0.18017290397123856,0.29908413141965867,0.06385612785816193,0.04396408796310425,2.132459616661072,0.0001
25,0.1778809211470864,0.29842660278081895,0.06380407176911831,0.04408302903175354,2.125810110569,0.0001
26,0.17657681080428037,0.2976783260703087,0.06332430578768253,0.04375542402267456,2.1247630596160887,0.0001
27,0.174616008319638,0.29700456112623214,0.06291375532746316,0.043624120950698855,2.1227874517440797,0.0001
28,0.1746147677979686,0.2962240442633629,0.06233764104545116,0.042834150791168216,2.124693274497986,0.0001
29,0.17212615670128303,0.29503221064805984,0.06150038465857506,0.042510390281677246,2.1227662205696105,0.0001
30,0.17115076936104082,0.29485194981098173,0.06166619770228863,0.04253909587860107,2.1191619515419005,0.0001
31,0.16966248845512216,0.2941591143608093,0.06143477037549019,0.04247860908508301,2.114850342273712,0.0001
32,0.16924136233600703,0.2941422641277313,0.06149434670805931,0.04237229228019714,2.114617645740509,0.0001
33,0.16912333531813187,0.2929967701435089,0.06049758978188038,0.041747677326202395,2.11625337600708,0.0001
34,0.16782829741185362,0.2921400830149651,0.05991026572883129,0.04129970073699951,2.115799617767334,0.0001
35,0.16734392568469048,0.2918341264128685,0.05957333706319332,0.04100795388221741,2.1175680637359617,0.0001
36,0.16611895236102017,0.2910891711711884,0.05925256386399269,0.04086411595344543,2.114045464992523,0.0001
37,0.16527184234424072,0.2903271049261093,0.05857926681637764,0.04041200876235962,2.11541827917099,0.0001
38,0.16415228457613426,0.2898695319890976,0.05866788141429424,0.0404172420501709,2.1099302172660828,0.0001
39,0.16398601708087054,0.2897736310958862,0.05854729041457176,0.040458285808563234,2.1099719762802125,0.0001
40,0.16377551887523045,0.2890550747513771,0.05796290040016174,0.03985731601715088,2.111635112762451,0.0001
41,0.1630459874868393,0.2888714537024498,0.05789101831614971,0.03991217017173767,2.110243487358093,0.0001
42,0.1630653515458107,0.28841216713190077,0.05723661221563816,0.03930652141571045,2.115222930908203,0.0001
43,0.162770221687176,0.28792830407619474,0.05726275928318501,0.039420926570892335,2.1095507740974426,0.0001
44,0.16136919199065727,0.28722274452447893,0.05652956552803516,0.03889925479888916,2.112435460090637,0.0001
45,0.16132944991642778,0.28685626983642576,0.05640679113566875,0.038778883218765256,2.1106002926826477,0.0001
46,0.16098566048524596,0.28659805953502654,0.05647542327642441,0.03885190486907959,2.1069668531417847,0.0001
47,0.16131613064895978,0.2860828012228012,0.05596014931797981,0.03847047686576843,2.1088740468025207,0.0001
48,0.16077247702262618,0.28602014034986495,0.056101010739803316,0.0386731743812561,2.105825459957123,0.0001
49,0.1599130854010582,0.285358926653862,0.05536487810313702,0.03799179196357727,2.1099815011024474,0.0001
50,0.15982129153880206,0.28540731519460677,0.05571666061878204,0.03834393620491028,2.1051868200302124,0.0001
51,0.15889376164837318,0.28452968448400495,0.055031244084239005,0.03777399063110352,2.106114375591278,0.0001
52,0.15944129905917429,0.2840426951646805,0.054568815231323245,0.03748132586479187,2.107332170009613,0.0001
53,0.15932821584018794,0.28363591283559797,0.054029719159007075,0.037209737300872806,2.11001318693161,0.0001
54,0.15825005146590146,0.2832955181598663,0.05405177995562553,0.03718852400779724,2.106494736671448,0.0001
55,0.15861138328909874,0.28315070569515227,0.05366091690957546,0.03702681064605713,2.109763836860657,0.0001
56,0.1582213951782747,0.28245065808296205,0.05311173535883427,0.03648514151573181,2.11096351146698,0.0001
57,0.15834315900098195,0.282204681634903,0.053455577790737153,0.03683938980102539,2.10329407453537,0.0001
58,0.15794130177660423,0.28204853683710096,0.05264818966388703,0.03610811829566955,2.113462841510773,0.0001
59,0.15728271515531975,0.2820871636271477,0.05338580012321472,0.036630308628082274,2.1038620352745054,0.0001
60,0.157234135676514,0.28097026944160464,0.05229685977101326,0.03592572212219238,2.1071054458618166,0.0001
61,0.15727502581748096,0.28139453530311587,0.052802260220050815,0.03617398142814636,2.1050528407096865,0.0001
62,0.1569096805019812,0.28151826858520507,0.0532265093177557,0.03648151755332947,2.1005099773406983,0.0001
63,0.15725449709729714,0.2806259647011757,0.05223515741527081,0.03595994114875793,2.1041083335876465,0.0001
64,0.1563927995210344,0.279936695098877,0.051579882949590684,0.03542219400405884,2.1064571142196655,0.0001
65,0.15598854862830855,0.2796568498015404,0.05115076489746571,0.03506489992141724,2.1097363352775576,0.0001
66,0.15619199926202948,0.2799049377441406,0.05163794085383415,0.0354101836681366,2.105619025230408,0.0001
67,0.15639693933454427,0.28000192493200304,0.051814968883991244,0.03546991944313049,2.1045199036598206,0.0001
68,0.15624110434543004,0.27924392819404603,0.05106981135904789,0.03498887419700623,2.106796753406525,0.0001
69,0.155579373748465,0.2788920238614082,0.05058566704392433,0.034571945667266846,2.1102037906646727,0.0001
70,0.15562024102969604,0.27901451587677,0.0511476069688797,0.03496166467666626,2.1038607120513917,0.0001
71,0.15534726360982115,0.27869597226381304,0.05095373913645744,0.03475775718688965,2.1036335706710814,0.0001
72,0.15477138317444109,0.2785558417439461,0.050711863487958905,0.03466646075248718,2.1051074028015138,0.0001
73,0.15523372709073804,0.2784022852778435,0.05062166340649128,0.03457096219062805,2.104951357841492,0.0001
74,0.15497631511904977,0.2782235637307167,0.05005633756518364,0.03410034775733948,2.1111704230308534,0.0001
75,0.15545034781098366,0.27756149917840955,0.04957851283252239,0.033903497457504275,2.11031231880188,0.0001
76,0.15489232523197477,0.2772704213857651,0.04976196400821209,0.0339754581451416,2.1052072644233704,0.0001
77,0.15422705120661043,0.2776014178991318,0.04995403401553631,0.034147250652313235,2.105737543106079,0.0001
78,0.15478251400319012,0.2773587703704834,0.049875056371092796,0.03408303260803223,2.1044219493865968,0.0001
79,0.15451383184302936,0.27720764428377154,0.04987567514181137,0.033966469764709475,2.103487288951874,0.0001
80,0.15389234267852522,0.2767066478729248,0.04907817430794239,0.033538293838500974,2.108593201637268,0.0001
81,0.153849871321158,0.2770034447312355,0.049488897994160654,0.03370257616043091,2.1066325902938843,0.0001
82,0.15463051572442055,0.2768981531262398,0.04971019476652146,0.03384089469909668,2.1026751041412353,0.0001
83,0.15455727956511758,0.27656307965517046,0.04898662231862545,0.03326366543769836,2.1094462156295775,0.0001
84,0.1540719186040488,0.27655322998762133,0.04947865530848503,0.0336452841758728,2.1025192975997924,0.0001
85,0.15327216786417094,0.2762285456061363,0.048911424726247786,0.033190226554870604,2.1072200417518614,0.0001
86,0.15318503806536848,0.27678089737892153,0.049812379851937295,0.03395044803619385,2.0999328970909117,0.0001
87,0.15435056760907173,0.2756972536444664,0.04831744357943535,0.03281334638595581,2.109731304645538,0.0001
88,0.15376234698024663,0.27562477588653567,0.04844692051410675,0.03290277123451233,2.1072646975517273,0.0001
89,0.15399592539126222,0.2754155769944191,0.04883806705474854,0.033195900917053225,2.099795567989349,0.0001
90,0.15343630449338394,0.27503702044487,0.048253658786416055,0.03273792862892151,2.104143977165222,0.0001
91,0.15342939712784506,0.2751666769385338,0.04830478616058827,0.032711750268936156,2.10506010055542,0.0001
92,0.15317746488885445,0.2748015508055687,0.047893159091472626,0.03246799111366272,2.106743907928467,0.0001
93,0.15303983573209157,0.2748741179704666,0.04805589094758034,0.03236052989959717,2.1063795566558836,0.0001
94,0.15233620459383185,0.27465745359659194,0.04770258404314518,0.03229430317878723,2.1080771803855898,0.0001
95,0.1529658738185059,0.2745825931429863,0.047699098289012906,0.032288593053817746,2.1073919534683228,0.0001
96,0.15226624499667774,0.2737745314836502,0.046983998641371726,0.03186789155006409,2.108565866947174,0.0001
97,0.15307957712899556,0.2742978408932686,0.04768404141068459,0.03214349746704102,2.105420458316803,0.0001
98,0.15234274383295665,0.2745962023735046,0.04755066558718681,0.032177865505218506,2.1095659852027895,0.0001
99,0.1523067778484388,0.27401062846183777,0.04771393910050392,0.032151222229003906,2.102210760116577,0.0001
100,0.15188671428371558,0.2738152056932449,0.047352074459195134,0.03198951482772827,2.1046837329864503,0.0001
