modality_pair,benchmark_type,test_samples,test_anchors,best_epoch,best_validation_loss,before_cosine_mean,before_cosine_median,before_cosine_min,after_cosine_mean,after_cosine_median,after_cosine_min,before_euclidean_mean,before_euclidean_median,after_euclidean_mean,after_euclidean_median,before_recall_at_1,after_recall_at_1,before_recall_at_5,after_recall_at_5,before_recall_at_10,after_recall_at_10,before_median_rank,after_median_rank,before_mean_rank,after_mean_rank,before_worst_rank,after_worst_rank,before_positive_cosine,before_negative_cosine,after_positive_cosine,after_negative_cosine,cosine_gain,euclidean_reduction,recall_at_1_gain,recall_at_5_gain,recall_at_10_gain
OHRC_to_TMC2,controlled_synthetic_fixed_transform,300,60,96,0.2737745314836502,0.7733721733093262,0.7730891704559326,0.7520769238471985,0.9691025614738464,0.970159649848938,0.9427829384803772,8.983017921447754,8.991009712219238,3.4644827842712402,3.370429039001465,0.20333333333333334,0.20333333333333334,1.0,1.0,1.0,1.0,3.0,3.0,3.013333333333333,2.9833333333333334,5,5,0.7733721733093262,0.5712568759918213,0.9691025614738464,0.718227207660675,0.19573038816452026,5.518535137176514,0.0,0.0,0.0
